weight,age,height,size
53,31,159.86,S
61,29,162.56,M
70,39,167.48,XL
56,37,167.64,M
56,33,162.56,M
69,32,167.64,L
54,39,162.56,M
56,30,160.02,M
54,33,160.02,S
72,28,165.1,XL
70,33,165.1,L
56,35,170.18,M
56,24,167.64,M
80,47,177.8,XL
52,25,167.64,S
56,32,167.64,M
76,35,182.88,XL
63,37,172.72,M
54,47,167.64,M
69,27,172.72,L
61,29,172.72,M
71,30,172.72,XL
70,26,175.26,L
63,28,175.26,M
73,32,185.42,XL
46,26,152.4,S
73,57,167.64,XL
64,34,167.64,L
68,27,162.56,XL
52,45,157.48,S
52,34,160.02,S
57,53,170.18,M
58,32,160.02,M
61,31,167.64,M
55,34,170.18,M
47,51,165.1,S
73,25,177.8,XL
55,28,162.56,M
52,30,154.94,S
62,33,170.18,M
54,33,157.48,M
53,26,170.18,S
75,37,167.64,XL
58,36,165.1,M
58,20,172.72,M
58,41,165.1,M
54,41,162.56,M
58,34,167.64,M
50,35,160.02,M
65,32,157.48,L
53,33,152.4,M
56,30,160.02,M
65,24,172.72,M
53,34,154.94,M
72,31,172.72,L
80,32,175.26,XL
53,31,165.1,S
54,30,167.64,S
65,29,154.94,L
77,29,172.72,L
67,38,170.18,L
56,33,167.64,M
54,35,167.48,S
52,34,157.48,S
58,49,167.64,M
73,47,170.18,XL
66,29,160.02,L
54,41,160.02,M
69,50,162.56,L
61,29,175.26,M
71,36,170.18,XL
76,35,177.8,XL
58,26,167.64,M
61,26,172.72,M
54,27,167.64,M
55,27,170.18,M
55,38,160.02,M
76,35,175.26,L
68,35,162.56,L
61,31,172.72,M
69,35,167.64,L
51,33,156.94,M
78,35,177.8,XL
58,28,172.72,M
72,33,170.18,XL
73,34,160.02,XL
75,35,167.64,XL
52,36,170.18,S
54,28,170.18,S
56,40,162.56,M
69,28,167.64,L
62,49,165.1,M
58,30,175.26,M
63,24,175.26,M
73,26,167.64,XL
69,30,175.26,L
52,36,165.1,S
61,38,167.64,M
60,27,167.64,M
58,39,167.64,M
54,34,165.1,S
64,26,167.64,L
58,35,167.64,M
46,49,154.94,S
55,31,170.18,M
56,27,172.72,M
47,45,157.48,S
70,34,170.18,XL
58,37,157.48,M
54,36,167.64,M
58,57,167.64,M
58,35,162.56,M
53,32,157.48,M
68,28,160.02,XL
63,26,167.64,M
67,29,162.56,L
64,40,167.64,L
47,28,154.94,S
67,27,177.8,L
67,36,175.26,L
65,37,175.26,M
76,45,180.34,XL
65,37,162.56,XL
78,40,160.02,XL
54,34,170.18,S
70,31,167.64,XL
73,32,170.18,XL
76,42,170.18,XL
76,34,175.26,XL
52,32,165.1,M
58,27,170.18,M
58,60,162.56,M
61,23,160.02,M
54,39,167.48,S
72,51,172.72,XL
72,38,172.72,XL
52,34,160.02,S
60,35,162.56,M
61,30,162.56,M
47,33,160.02,S
73,28,170.18,XL
66,37,170.18,XL
58,21,167.64,M
54,34,157.48,M
54,29,170.18,S
50,27,157.48,S
45,24,162.56,S
71,28,180.34,XL
68,31,167.64,XL
73,30,167.64,XL
75,29,167.64,XL
52,28,154.94,M
72,33,167.64,XL
50,52,154.94,M
65,27,162.56,L
72,33,167.64,XL
61,33,170.18,M
49,45,157.48,S
72,30,167.64,XL
67,28,160.02,L
61,29,172.72,M
56,30,162.56,M
63,24,160.02,L
58,43,157.48,M
56,27,160.02,M
61,25,162.56,M
56,34,170.18,M
69,25,165.1,L
71,30,170.18,XL
48,45,154.94,S
54,38,162.56,S
53,30,165.1,M
58,24,167.64,M
54,31,162.56,S
56,30,167.64,M
72,32,165.1,XL
58,26,154.94,L
60,35,167.64,L
68,31,167.64,XL
73,33,167.64,XL
47,35,160.02,S
61,35,172.72,M
69,27,167.64,XL
73,41,170.18,XL
59,31,170.18,M
54,27,167.48,S
49,31,154.94,S
74,31,172.72,XL
65,25,157.48,L
63,31,175.26,M
63,53,177.8,M
56,37,165.1,M
53,50,165.1,S
65,28,164.94,XL
61,26,160.02,M
58,29,157.48,M
52,30,162.56,S
77,48,177.8,XL
54,30,167.64,M
52,38,160.02,S
58,57,172.72,M
74,29,170.18,XL
53,27,160.02,M
75,31,167.64,XL
52,32,167.64,S
54,26,170.18,S
65,33,160.02,XL
61,26,162.56,M
68,45,167.64,L
63,31,162.56,M
57,29,170.18,M
49,35,157.48,S
67,30,160.02,L
58,27,157.48,M
52,35,157.48,S
61,32,170.18,M
61,30,162.56,M
74,39,167.64,XL
63,42,170.18,M
58,44,170.18,M
58,39,170.18,M
74,38,172.72,XL
65,72,167.64,L
56,54,154.94,M
58,29,157.48,M
52,27,165.1,S
62,36,167.64,M
69,31,167.48,XL
69,41,162.56,L
72,30,170.18,XL
68,57,172.72,L
63,29,170.18,M
58,41,172.72,M
58,31,170.18,M
50,33,152.4,S
56,33,162.56,M
66,35,160.02,XL
57,30,170.18,M
76,43,170.18,XL
70,35,167.64,L
58,31,165.1,M
70,42,170.18,XL
65,32,162.56,XL
71,17,170.18,XL
65,32,165.1,M
58,31,170.18,M
54,39,167.48,S
52,39,165.1,S
68,42,162.56,XL
58,29,157.48,M
63,41,170.18,M
79,40,177.8,XL
61,30,165.1,M
56,23,170.18,M
54,30,170.18,M
54,38,157.48,M
56,29,160.02,M
55,37,160.02,M
71,35,165.1,L
58,29,157.48,M
58,48,167.64,M
53,28,157.48,S
79,35,167.48,XL
58,45,172.72,M
71,26,162.56,XL
78,23,180.34,XL
67,38,172.72,L
58,38,160.02,M
54,27,162.56,S
70,28,167.64,XL
68,35,167.64,XL
76,43,177.8,XL
71,28,172.72,L
57,59,162.56,M
56,30,170.18,M
59,31,154.94,L
56,51,157.48,M
68,42,177.8,L
65,31,165.1,M
69,39,172.72,L
73,29,172.72,XL
78,40,175.26,XL
68,22,167.64,XL
67,31,170.18,L
69,37,162.56,L
68,39,167.64,XL
67,38,170.18,L
67,33,167.64,L
61,33,162.56,M
49,49,170.18,S
53,33,152.4,M
71,32,165.1,L
61,32,157.48,L
58,41,162.56,M
65,37,162.56,XL
82,30,177.8,XL
55,31,160.02,M
61,41,167.64,M
54,26,160.02,M
48,40,154.94,S
54,29,167.48,S
58,50,162.56,M
49,30,160.02,S
75,35,167.64,XL
54,46,165.1,S
72,31,167.64,XL
74,35,167.64,XL
56,49,167.64,M
54,55,162.56,S
66,30,162.56,XL
61,40,175.26,M
58,26,170.18,M
53,35,157.48,M
68,29,167.64,XL
74,31,172.72,XL
56,36,162.56,M
54,26,152.4,M
52,29,162.56,M
56,32,160.02,M
71,37,167.64,XL
68,57,167.64,XL
61,36,177.8,M
56,29,162.56,M
54,37,172.72,S
56,37,165.1,M
75,33,170.18,XL
70,26,170.18,L
62,45,165.1,M
57,28,167.64,M
71,36,170.18,XL
72,30,162.56,XL
71,29,162.4,XL
64,26,170.18,L
74,35,175.26,L
52,32,165.1,S
54,31,162.56,S
70,31,165.1,L
64,23,175.26,M
53,27,160.02,S
61,39,165.1,M
69,25,170.18,L
63,30,170.18,M
64,39,160.02,L
56,52,157.48,M
54,39,167.48,S
69,33,167.64,L
67,25,162.56,L
58,42,165.1,M
67,33,170.18,L
77,37,177.8,XL
58,33,165.1,M
67,32,175.26,L
72,35,162.56,XL
69,37,170.18,L
69,31,167.48,XL
71,31,175.26,L
53,29,160.02,S
68,29,167.64,XL
73,29,167.48,XL
64,30,175.26,M
57,38,162.56,M
70,36,170.18,XL
61,43,160.02,M
62,43,172.72,L
63,31,165.1,M
56,47,162.56,M
61,34,172.72,M
54,28,160.02,M
76,32,167.64,XL
73,57,164.94,XL
67,44,170.18,L
70,32,162.56,XL
68,49,170.18,L
56,43,162.56,M
69,30,170.18,XL
53,32,165.1,S
65,46,157.48,L
52,50,167.64,S
49,47,162.56,S
58,31,172.72,M
52,27,172.72,S
54,44,160.02,M
61,29,165.1,M
71,26,170.18,XL
63,26,170.18,M
76,29,170.18,XL
70,28,175.26,L
55,26,170.18,M
53,32,170.18,S
61,38,157.48,L
58,34,165.1,M
68,37,167.64,XL
78,30,180.34,XL
53,27,157.32,S
58,38,157.48,M
50,30,154.94,S
63,29,160.02,L
71,29,175.26,L
71,42,170.18,L
63,67,162.4,XL
55,43,162.56,M
77,30,167.64,XL
61,43,157.48,L
67,48,172.72,L
58,28,165.1,M
52,36,162.56,M
68,29,165.1,XL
69,41,170.18,L
71,35,165.1,L
67,29,160.02,L
58,33,167.64,M
71,37,172.72,L
63,28,170.18,M
80,30,175.26,XL
67,27,160.02,L
68,44,165.1,XL
62,33,162.56,M
52,31,162.56,M
51,36,162.56,M
76,34,172.72,XL
58,27,175.26,M
56,32,165.1,M
50,32,154.94,S
54,31,165.1,S
50,38,157.32,S
65,30,160.02,L
75,34,172.72,XL
58,42,170.18,M
52,28,157.48,S
54,40,160.02,M
78,26,175.26,XL
58,30,162.56,M
48,43,165.1,S
54,28,162.56,M
70,32,175.26,XL
50,35,154.4,M
69,21,175.26,L
55,46,170.18,M
73,28,167.64,XL
65,33,160.02,XL
78,48,180.34,XL
65,37,164.94,XL
64,40,167.64,L
58,26,170.18,M
50,36,160.02,S
58,28,167.64,M
55,39,165.1,M
65,37,162.56,L
52,28,162.56,S
68,53,167.64,XL
45,42,152.4,S
60,30,172.72,M
61,32,167.64,M
66,28,170.18,L
54,22,165.1,S
64,31,167.64,L
52,32,160.02,S
61,32,177.8,M
52,21,157.48,S
49,28,162.56,S
58,33,160.02,M
71,31,175.26,L
68,40,162.56,XL
54,34,162.56,M
61,30,167.64,M
58,30,175.26,M
52,28,160.02,S
55,47,160.02,M
70,31,170.18,L
72,30,162.56,XL
58,35,165.1,M
61,29,172.72,M
51,68,165.1,S
58,50,162.56,M
61,22,165.1,M
54,39,160.02,S
69,36,172.72,L
64,37,162.56,L
49,33,160.02,S
51,37,162.02,M
58,28,175.26,M
61,28,165.1,M
61,34,160.02,M
55,26,170.18,M
52,32,157.48,S
49,24,160.02,S
63,28,170.34,M
72,28,165.1,XL
58,32,167.64,M
49,26,170.18,S
71,33,167.64,L
58,39,160.02,M
52,38,165.1,M
69,26,167.64,L
61,33,170.18,M
53,36,157.48,S
71,40,167.64,XL
52,26,160.02,S
53,31,160.02,S
53,34,170.26,S
63,28,172.72,M
58,27,152.4,L
76,23,175.26,L
58,26,170.18,M
57,34,165.1,M
65,39,170.18,L
62,28,165.1,M
56,29,167.64,M
54,31,162.4,S
59,40,160.02,M
56,39,167.64,M
69,32,162.56,L
65,34,160.02,L
58,26,170.18,M
67,28,162.56,L
52,31,157.48,S
56,24,162.56,M
61,29,172.72,M
58,33,165.1,M
73,40,170.18,XL
47,33,157.48,S
52,28,167.64,S
60,23,172.72,M
74,28,175.26,L
53,36,162.56,M
71,32,170.18,XL
55,27,170.18,M
64,25,167.64,L
58,37,165.1,M
71,42,170.18,L
54,31,162.56,M
69,34,175.26,L
69,30,162.56,L
65,32,170.18,M
58,28,167.64,M
61,38,172.72,M
61,25,165.1,M
56,35,165.1,M
64,35,172.72,M
54,43,162.56,S
54,44,162.56,M
67,31,162.56,L
71,33,172.72,L
55,31,157.48,M
77,33,165.1,XL
52,31,154.94,M
59,35,167.64,M
67,36,167.64,L
76,37,172.72,L
67,36,162.56,L
54,28,167.64,S
52,33,162.4,S
47,28,152.4,S
74,22,172.72,L
73,27,172.72,XL
54,34,154.94,M
52,23,160.02,M
61,53,177.8,M
53,34,162.4,S
56,56,172.72,M
54,28,172.72,S
54,33,167.64,S
58,50,160.02,M
58,18,165.1,M
65,25,165.1,M
77,34,172.72,L
50,52,157.48,M
66,27,175.26,XL
73,29,164.94,XL
53,51,160.02,S
53,27,162.56,S
75,31,167.64,XL
68,37,172.72,L
63,28,172.72,M
67,29,170.18,L
58,29,162.56,M
56,29,170.18,M
57,37,167.64,M
53,29,167.64,M
67,28,170.18,L
80,28,175.26,XL
58,47,167.64,M
57,34,170.18,M
69,31,167.64,L
54,33,167.64,M
80,30,180.34,XL
80,46,175.26,XL
58,30,172.72,M
53,39,162.56,S
61,24,167.64,M
67,41,167.64,L
69,36,177.8,L
69,43,165.1,L
54,31,167.64,M
48,30,160.02,S
67,28,162.56,L
69,30,172.72,L
73,38,167.64,XL
76,41,160.02,XL
67,22,167.64,L
45,21,170.18,S
58,31,162.56,M
65,24,162.56,XL
58,29,165.1,M
70,39,170.18,XL
49,35,157.48,S
61,27,170.18,M
53,28,167.64,S
51,39,154.94,M
58,17,170.18,M
58,28,162.56,M
52,30,157.48,S
65,24,167.64,M
71,28,170.18,L
61,30,170.18,M
69,28,172.72,L
72,31,167.64,XL
54,42,162.56,S
49,31,154.94,S
54,30,165.1,S
52,42,165.1,S
61,32,170.18,M
68,50,167.64,L
66,26,170.18,XL
73,24,170.18,XL
61,27,160.02,M
53,45,157.48,S
68,33,165.1,L
53,27,160.02,S
52,29,167.64,S
56,33,162.56,M
51,32,157.48,S
69,29,165.1,L
61,17,160.02,M
52,30,157.48,S
62,33,172.72,M
72,30,172.72,XL
58,45,167.64,M
67,31,167.64,L
52,31,165.1,S
63,32,165.1,M
69,41,177.8,L
54,32,152.4,M
51,27,164.56,M
70,33,165.1,L
56,42,167.64,M
68,24,160.02,XL
52,27,162.56,S
55,30,165.1,M
63,33,157.48,L
52,25,162.56,S
58,41,170.18,M
77,36,167.48,XL
67,38,162.56,XL
71,44,177.8,L
63,21,177.8,M
71,30,170.18,L
47,33,157.48,S
52,29,160.02,S
52,36,162.56,S
81,29,164.94,XL
58,26,170.18,M
50,30,165.1,S
76,42,170.18,XL
65,34,162.56,L
73,31,167.48,XL
63,28,165.1,M
51,38,164.56,M
76,32,170.18,XL
50,32,159.86,S
54,35,162.56,S
63,38,172.72,M
56,28,157.48,M
63,31,167.64,M
60,37,154.94,L
63,30,162.56,M
56,29,160.02,M
61,32,177.8,M
58,28,160.02,M
53,31,167.64,S
74,29,172.72,XL
52,21,170.18,S
52,34,160.02,M
58,29,165.1,M
68,38,165.1,XL
61,46,165.1,M
58,37,160.02,M
54,41,157.48,M
73,46,170.18,XL
71,46,175.26,L
58,32,162.56,M
70,48,170.18,XL
68,31,167.64,XL
80,29,175.26,XL
74,35,175.26,L
61,37,167.64,M
52,44,154.94,M
72,27,167.64,XL
49,57,165.1,S
78,31,177.8,XL
58,26,167.64,M
67,39,170.18,L
63,22,172.72,M
76,37,170.18,XL
72,32,172.72,XL
58,42,165.1,M
73,33,172.72,XL
73,45,175.26,L
60,36,175.26,M
72,30,167.64,L
49,29,152.4,S
56,27,170.18,M
51,29,162.56,S
74,40,172.72,L
49,34,162.56,S
76,47,175.26,XL
65,33,157.48,L
49,39,154.94,S
68,36,165.1,L
56,37,157.48,M
73,37,172.72,XL
65,49,167.64,M
64,33,170.18,L
56,29,165.1,M
56,38,160.02,M
54,28,162.56,S
62,34,157.48,L
69,30,162.56,L
54,43,162.56,M
61,34,170.18,M
54,31,162.56,M
54,32,167.64,M
61,52,157.48,L
73,35,170.18,XL
58,27,162.56,M
54,23,167.48,S
65,46,160.02,XL
70,34,165.1,L
65,40,175.26,M
53,31,167.64,S
48,43,165.1,S
50,31,165.1,S
56,25,165.34,S
58,37,175.26,M
63,27,160.02,L
71,34,172.72,XL
56,24,162.56,M
67,34,170.18,L
63,40,172.72,M
58,32,172.72,M
61,30,177.8,M
65,36,157.48,L
54,34,160.02,S
74,22,172.72,L
54,28,167.48,S
54,30,165.1,S
54,22,165.1,S
53,30,154.94,M
48,43,160.02,S
52,32,162.56,M
51,50,160.02,S
54,29,162.56,M
68,46,172.72,L
71,27,170.18,XL
68,32,167.64,L
54,30,172.72,S
69,34,167.64,L
53,58,172.72,S
71,36,170.18,L
50,38,160.02,S
80,46,175.26,XL
76,37,172.72,XL
54,35,167.48,S
63,23,170.18,M
52,27,167.64,M
56,29,160.02,M
53,21,162.8,S
68,27,160.02,XL
75,55,167.64,XL
73,41,167.64,XL
70,36,170.18,L
56,31,160.02,M
76,27,172.72,XL
69,35,170.18,L
49,31,162.56,S
72,27,165.1,XL
62,28,167.64,L
68,34,167.64,XL
68,45,175.26,XL
49,38,162.56,S
54,43,154.94,M
48,39,167.64,S
69,35,170.18,XL
53,32,165.1,S
56,31,160.02,M
72,39,172.72,XL
63,36,165.1,M
56,25,162.56,M
65,35,162.56,L
52,32,170.18,S
71,48,175.26,XL
72,39,172.72,XL
52,28,157.48,S
70,42,177.8,XL
76,47,172.72,XL
58,29,167.64,M
67,38,170.18,L
70,31,167.64,XL
78,19,175.26,L
54,30,165.1,S
69,46,170.18,L
61,24,170.18,M
52,28,160.02,S
62,30,170.18,M
63,33,152.4,L
54,40,162.56,M
71,37,175.26,L
65,30,162.56,XL
53,21,162.56,S
52,39,162.4,S
58,36,157.48,M
68,38,170.18,L
71,28,167.64,XL
54,26,162.56,M
52,28,162.56,S
68,29,167.64,XL
72,30,162.56,XL
61,28,175.26,M
48,29,157.48,S
75,34,167.64,XL
61,33,165.1,M
58,31,165.1,M
67,35,170.18,L
68,29,165.1,L
52,38,160.02,S
71,41,175.26,XL
52,33,157.48,S
54,31,160.02,S
58,34,152.4,L
55,27,162.56,M
64,35,167.64,L
54,37,165.1,S
69,40,165.1,L
69,47,167.64,L
63,29,175.26,M
76,48,180.34,XL
58,27,167.64,M
58,37,172.72,M
63,31,170.18,M
53,37,157.48,M
63,31,172.72,M
67,41,165.1,XL
52,30,162.56,S
54,40,164.94,S
56,33,160.02,M
54,28,162.56,M
61,44,165.1,M
60,26,160.02,M
76,36,170.18,XL
62,35,177.8,M
58,49,160.02,M
58,37,167.64,M
57,21,167.64,M
76,29,175.26,XL
63,34,165.1,M
74,46,167.64,XL
52,30,157.48,S
78,32,177.8,XL
69,26,165.1,L
64,41,175.26,L
71,24,172.72,L
68,28,167.64,XL
55,53,170.18,M
76,43,177.8,XL
52,28,162.56,M
56,30,167.64,M
71,33,170.18,L
76,31,170.18,XL
49,32,162.56,S
56,30,157.48,M
67,28,162.56,L
76,40,172.72,XL
65,32,175.26,M
69,39,172.72,L
47,28,157.48,S
67,25,162.56,L
62,34,160.02,XL
52,34,157.48,M
55,35,160.02,M
73,28,172.72,XL
63,26,170.34,M
58,28,167.64,M
68,34,165.1,XL
57,27,167.64,M
82,29,177.8,XL
71,26,172.72,XL
48,41,160.02,S
71,28,177.8,L
71,35,170.18,XL
67,30,162.56,XL
52,54,160.02,S
69,25,165.1,XL
80,29,175.26,XL
54,38,172.72,S
65,29,162.56,XL
49,35,165.1,S
54,43,170.18,M
53,25,154.94,M
58,48,162.56,M
70,38,167.64,XL
63,27,167.64,M
65,27,162.4,XL
67,45,162.56,XL
55,33,160.02,M
58,33,167.64,M
58,33,162.56,M
47,27,157.48,S
62,63,170.18,L
58,37,162.56,M
70,36,167.64,XL
56,34,160.02,M
71,35,170.18,L
62,26,175.26,M
67,35,167.64,L
56,27,160.02,M
56,30,154.94,M
71,33,170.18,L
49,31,170.18,S
71,30,172.72,XL
56,63,165.1,M
78,36,175.26,XL
60,29,154.94,L
56,32,165.1,M
72,30,167.64,XL
52,33,162.56,M
73,47,175.26,XL
52,29,162.56,M
66,30,162.56,XL
53,35,162.56,M
57,45,172.72,M
63,31,175.26,M
68,34,157.48,L
68,44,167.64,L
58,43,172.72,M
79,29,170.18,XL
66,29,172.72,XL
61,31,157.48,L
57,37,162.56,M
49,57,157.48,S
68,49,170.18,L
58,34,157.48,M
58,32,167.64,M
56,29,160.02,M
53,45,162.56,S
61,26,154.94,L
63,35,172.72,M
52,30,162.56,S
72,31,172.72,XL
70,30,162.56,XL
71,32,172.72,XL
52,28,160.02,M
67,29,172.72,L
62,31,175.26,L
49,36,162.56,S
53,35,162.56,S
56,32,172.72,M
64,39,170.18,L
68,46,162.56,L
69,31,175.26,L
49,29,162.56,S
52,26,167.64,S
70,28,167.64,L
53,33,154.94,M
71,29,170.18,XL
53,34,172.72,S
67,37,175.26,L
58,29,172.72,M
56,30,160.02,M
58,40,165.1,M
78,33,175.26,XL
69,47,162.56,L
68,51,177.8,L
58,39,175.26,M
76,36,170.18,XL
72,28,172.72,XL
53,35,157.48,S
61,48,165.1,M
72,30,167.64,XL
58,34,175.26,M
65,28,170.18,L
66,30,175.26,XL
68,33,157.48,L
71,41,177.8,L
49,23,160.02,S
58,26,167.64,M
58,41,160.02,M
63,31,170.18,M
69,40,175.26,XL
58,48,167.64,M
73,26,172.72,XL
60,29,170.18,M
68,43,165.1,XL
56,32,157.48,M
69,47,162.56,L
50,32,154.4,M
58,51,170.18,M
73,27,170.18,XL
87,31,182.88,XL
53,29,157.48,S
63,41,160.02,L
81,28,167.48,XL
51,55,160.02,S
58,41,160.02,M
54,37,154.94,M
52,29,157.48,S
56,29,162.56,M
63,28,170.18,M
71,35,167.48,XL
63,27,170.18,M
58,32,162.56,M
54,22,165.1,S
49,29,154.94,S
61,21,175.26,M
57,28,165.1,M
69,29,165.1,L
58,24,160.02,M
68,29,167.64,XL
63,28,162.4,XL
52,25,160.02,M
79,36,175.26,XL
58,34,165.1,M
64,26,167.64,L
58,27,162.56,M
58,26,162.56,M
61,31,165.1,M
58,35,172.72,M
56,30,165.1,M
49,24,167.64,S
45,52,154.94,S
67,37,170.18,L
74,38,170.18,L
49,35,167.8,S
58,44,160.02,M
76,25,172.72,L
61,26,167.64,M
73,31,167.48,XL
56,26,152.4,L
71,34,180.34,XL
63,38,170.34,M
76,33,170.18,XL
68,48,170.18,L
50,31,154.94,M
70,32,165.1,XL
51,53,167.64,S
54,48,162.56,S
65,33,175.26,M
63,29,160.02,XL
61,29,172.72,M
61,35,170.34,M
58,31,172.72,M
71,28,165.1,L
69,58,177.8,L
69,39,172.72,L
54,30,165.1,S
61,24,165.1,M
58,32,172.72,M
53,39,157.48,S
63,33,160.02,XL
70,45,167.64,XL
54,26,167.48,S
54,30,167.48,S
54,43,162.56,S
68,36,172.72,XL
68,27,167.64,XL
58,32,160.02,M
69,31,167.48,XL
52,37,162.56,M
78,75,175.26,XL
76,44,170.18,XL
69,31,162.56,L
69,37,172.72,L
54,35,157.48,M
80,40,175.26,XL
70,57,167.64,XL
67,32,162.56,L
61,31,167.64,M
54,32,157.48,M
49,29,154.94,S
69,33,170.18,XL
63,40,172.72,M
65,25,162.56,L
64,40,167.64,L
68,36,157.48,L
49,31,160.02,S
68,32,162.56,XL
58,35,165.1,M
58,25,162.56,M
52,37,157.48,S
61,40,160.02,M
56,27,157.48,M
69,41,172.72,L
76,26,172.72,XL
61,28,167.64,M
72,22,170.18,XL
69,41,172.72,L
73,21,172.72,XL
68,36,165.1,XL
60,27,162.56,M
76,30,172.72,XL
58,32,172.72,M
55,26,170.18,M
61,25,175.26,M
72,48,167.64,XL
69,32,177.8,L
53,34,167.64,M
65,35,162.56,XL
74,35,175.26,L
71,25,167.64,L
66,23,175.26,XL
54,25,162.56,M
73,34,167.48,XL
59,27,170.18,M
70,34,165.1,L
54,24,162.56,S
73,28,170.18,XL
74,27,177.8,L
69,34,170.18,XL
53,41,162.56,S
67,35,177.8,L
58,27,162.56,M
69,31,165.1,L
50,28,160.02,S
62,25,160.02,L
54,35,157.48,M
58,27,157.48,M
64,28,175.26,M
44,30,157.48,S
76,27,170.18,XL
76,29,175.26,XL
63,28,170.18,M
68,28,162.56,XL
69,32,170.18,L
54,38,167.48,S
74,36,170.18,L
58,33,160.02,M
67,23,172.72,L
63,36,170.18,M
54,22,165.1,S
78,35,177.8,XL
54,21,157.48,M
54,37,165.1,S
49,24,162.56,S
63,33,165.1,M
63,32,175.26,M
66,28,157.48,L
58,32,165.1,M
49,53,159.86,S
58,36,170.18,M
69,40,162.56,L
73,46,167.64,XL
50,40,154.94,M
71,26,167.64,L
77,58,167.48,XL
46,31,149.86,S
70,35,167.64,XL
58,31,170.18,M
60,22,160.02,M
58,26,170.18,M
56,31,162.56,M
52,30,157.48,M
65,29,165.1,M
52,46,167.64,S
76,31,167.64,XL
72,40,172.72,XL
51,61,160.02,M
63,33,160.02,XL
62,34,160.02,L
54,47,162.56,M
64,30,177.8,XL
58,34,165.1,M
59,33,170.18,M
68,27,165.1,XL
56,32,170.18,M
75,33,177.8,XL
58,46,170.18,M
64,29,162.56,XL
45,42,152.4,S
57,26,167.64,M
79,32,175.26,XL
61,24,165.1,M
64,25,167.64,L
45,31,154.94,S
61,29,175.26,M
48,31,154.94,S
58,22,175.26,M
61,35,167.64,M
87,31,182.88,XL
61,30,160.02,M
57,42,175.26,M
52,39,165.1,S
56,38,162.56,M
68,29,170.18,L
53,35,154.94,M
51,29,167.64,S
68,23,162.56,XL
62,37,170.18,M
47,28,154.94,S
45,29,160.02,S
54,49,162.56,M
54,44,162.56,M
52,39,162.4,S
68,30,160.02,XL
73,26,170.18,XL
62,33,160.02,L
57,50,160.02,M
76,36,172.72,XL
52,47,162.4,S
73,28,167.64,XL
49,26,152.4,S
70,30,167.48,XL
69,41,170.18,L
49,33,157.48,S
61,32,167.64,M
60,20,170.18,L
58,26,157.48,M
68,43,162.56,XL
54,29,162.56,S
52,41,157.48,S
58,45,162.56,M
51,33,160.02,S
63,25,177.8,M
58,46,167.64,M
56,62,162.56,M
52,33,157.48,M
69,41,172.72,L
58,25,167.64,M
49,32,162.56,S
64,43,170.18,L
58,28,175.26,M
67,36,162.56,L
65,27,172.72,M
71,28,177.8,XL
64,30,172.72,L
56,35,167.64,M
58,33,162.56,M
54,39,160.02,M
52,32,162.56,S
58,30,167.64,M
56,47,162.56,M
67,35,167.64,L
68,33,162.56,L
65,29,167.64,M
54,41,162.56,M
50,37,157.48,S
61,29,165.1,M
67,48,160.02,L
58,34,162.56,M
58,26,160.02,M
56,33,157.48,M
62,33,152.4,L
52,35,154.78,S
64,36,175.26,L
76,32,177.8,XL
61,32,157.48,L
56,29,167.64,M
78,35,177.8,XL
75,31,167.64,XL
73,34,167.64,XL
60,36,172.72,M
58,37,165.1,M
71,35,175.26,XL
68,21,162.56,XL
53,47,164.94,S
79,41,175.26,XL
72,29,167.64,L
52,36,157.48,S
52,35,167.64,M
73,31,170.18,XL
63,29,165.1,M
54,27,162.56,S
60,26,167.64,L
56,32,167.64,M
73,30,167.64,XL
64,31,167.64,L
53,33,160.02,M
69,44,160.02,XL
59,28,160.02,M
63,30,170.34,M
54,31,162.56,S
50,31,154.94,S
51,23,164.56,M
65,34,172.72,L
72,38,172.72,L
71,29,165.1,XL
65,28,162.56,L
62,35,160.02,XL
71,19,167.64,L
71,34,177.8,L
72,35,162.56,XL
58,37,170.18,M
52,31,154.94,M
68,30,167.64,XL
71,37,170.18,XL
65,20,170.18,M
69,28,170.18,XL
63,44,160.02,XL
65,47,162.56,XL
71,28,167.64,XL
70,31,167.64,XL
61,29,170.34,M
53,27,160.02,M
54,42,160.02,S
61,30,172.72,M
58,22,162.56,M
52,44,154.94,M
54,29,154.94,M
56,48,157.48,M
49,27,154.94,S
56,31,160.02,M
76,35,177.8,XL
65,27,170.34,M
48,45,162.56,S
53,41,165.1,S
59,44,177.8,M
58,29,160.02,M
55,37,162.56,M
52,30,149.86,M
55,44,162.56,M
52,23,162.56,S
77,38,170.18,XL
53,37,170.26,S
56,32,157.48,M
63,31,170.18,M
69,32,172.72,L
68,35,162.56,L
71,24,172.72,L
52,28,154.94,M
56,30,165.1,M
52,33,162.56,S
58,30,165.1,M
71,32,170.18,L
54,30,172.72,S
71,39,170.18,L
53,21,162.56,S
71,48,177.8,XL
54,35,167.48,S
63,27,167.64,M
69,28,170.18,L
78,25,177.8,XL
57,33,167.64,M
58,39,152.4,L
54,28,162.56,S
54,27,164.94,S
73,29,175.26,XL
58,30,170.18,M
65,63,170.18,L
50,30,157.48,S
58,26,162.56,M
54,38,165.1,M
66,59,160.02,L
70,54,170.18,XL
71,33,170.18,XL
69,50,167.64,L
73,61,167.64,XL
71,33,170.18,L
56,43,157.48,M
56,31,165.1,M
42,30,160.02,S
