USER_ID,LAST_VISITS,TYPE,number_consumers,expenditure
2797,2016-07-23 13:28:00,非流失,5.0,887.0
2797,2016-07-23 13:28:00,非流失,3.0,286.0
2797,2016-07-23 13:28:00,非流失,3.0,529.0
2797,2016-07-23 13:28:00,非流失,7.0,1461.0
2797,2016-07-23 13:28:00,非流失,10.0,1260.0
2797,2016-07-23 13:28:00,非流失,3.0,541.0
2797,2016-07-23 13:28:00,非流失,9.0,1077.0
2797,2016-07-23 13:28:00,非流失,6.0,844.0
2797,2016-07-23 13:28:00,非流失,4.0,839.0
2797,2016-07-23 13:28:00,非流失,8.0,1409.0
2797,2016-07-23 13:28:00,非流失,9.0,982.0
2797,2016-07-23 13:28:00,非流失,7.0,1470.0
2797,2016-07-23 13:28:00,非流失,5.0,638.0
2797,2016-07-23 13:28:00,非流失,8.0,1076.0
2797,2016-07-23 13:28:00,非流失,8.0,1359.0
2797,2016-07-23 13:28:00,非流失,9.0,1300.0
2797,2016-07-23 13:28:00,非流失,2.0,271.0
2797,2016-07-23 13:28:00,非流失,2.0,363.0
2350,2016-05-13 19:54:00,非流失,8.0,1345.0
2350,2016-05-13 19:54:00,非流失,7.0,1257.0
2350,2016-05-13 19:54:00,非流失,7.0,855.0
1102,2016-03-03 17:50:00,已流失,5.0,683.0
1102,2016-03-03 17:50:00,已流失,3.0,584.0
2593,2016-06-14 13:51:00,非流失,8.0,1349.0
2593,2016-06-14 13:51:00,非流失,6.0,763.0
2593,2016-06-14 13:51:00,非流失,9.0,1379.0
3578,2016-01-15 12:29:00,已流失,9.0,1495.0
3542,2016-06-05 12:39:00,非流失,5.0,824.0
3542,2016-06-05 12:39:00,非流失,10.0,1603.0
3542,2016-06-05 12:39:00,非流失,6.0,1015.0
3542,2016-06-05 12:39:00,非流失,9.0,1495.0
3542,2016-06-05 12:39:00,非流失,5.0,399.0
3542,2016-06-05 12:39:00,非流失,2.0,342.0
1835,2016-07-12 12:17:00,非流失,6.0,1104.0
1835,2016-07-12 12:17:00,非流失,6.0,781.0
1835,2016-07-12 12:17:00,非流失,7.0,1024.0
1835,2016-07-12 12:17:00,非流失,9.0,1143.0
1103,2016-05-07 19:38:00,准流失,3.0,274.0
3414,2016-06-15 11:20:00,准流失,6.0,477.0
3414,2016-06-15 11:20:00,准流失,6.0,1027.0
1862,2016-04-07 17:30:00,已流失,7.0,1056.0
1926,2016-07-27 12:22:00,非流失,6.0,929.0
1926,2016-07-27 12:22:00,非流失,2.0,387.0
1926,2016-07-27 12:22:00,非流失,6.0,997.0
2888,2016-02-17 19:06:00,已流失,7.0,1067.0
2810,2016-07-22 12:26:00,非流失,4.0,361.0
2810,2016-07-22 12:26:00,非流失,6.0,834.0
2810,2016-07-22 12:26:00,非流失,5.0,894.0
3803,2016-06-19 13:31:00,非流失,4.0,723.0
3803,2016-06-19 13:31:00,非流失,4.0,632.0
3803,2016-06-19 13:31:00,非流失,8.0,1484.0
3803,2016-06-19 13:31:00,非流失,3.0,370.0
1900,2016-06-07 13:02:00,准流失,8.0,1019.0
1900,2016-06-07 13:02:00,准流失,9.0,1481.0
3324,2016-04-14 20:22:00,准流失,2.0,288.0
3324,2016-04-14 20:22:00,准流失,10.0,1662.0
2094,2016-07-18 11:08:00,准流失,4.0,556.0
2094,2016-07-18 11:08:00,准流失,6.0,762.0
2156,2016-01-09 13:38:00,已流失,8.0,1237.0
3284,2016-04-24 20:35:00,准流失,9.0,1495.0
3539,2016-02-18 18:50:00,已流失,9.0,1344.0
3614,2016-06-25 13:14:00,非流失,4.0,802.0
3614,2016-06-25 13:14:00,非流失,10.0,1510.0
3614,2016-06-25 13:14:00,非流失,4.0,813.0
1784,2016-07-11 13:20:00,非流失,7.0,1365.0
1784,2016-07-11 13:20:00,非流失,4.0,631.0
1784,2016-07-11 13:20:00,非流失,6.0,907.0
3219,2016-01-15 13:17:00,已流失,10.0,1445.0
1323,2016-06-10 12:05:00,非流失,10.0,1682.0
1323,2016-06-10 12:05:00,非流失,10.0,1508.0
1323,2016-06-10 12:05:00,非流失,3.0,681.0
2067,2016-05-29 18:02:00,准流失,6.0,718.0
1328,2016-06-12 11:48:00,非流失,5.0,653.0
1328,2016-06-12 11:48:00,非流失,7.0,1346.0
1328,2016-06-12 11:48:00,非流失,7.0,1345.0
2148,2016-05-29 18:22:00,准流失,3.0,388.0
2148,2016-05-29 18:22:00,准流失,10.0,1214.0
3076,2016-03-16 18:07:00,已流失,8.0,1295.0
988,2016-03-15 17:34:00,非流失,10.0,1169.0
988,2016-03-15 17:34:00,非流失,2.0,436.0
988,2016-03-15 17:34:00,非流失,8.0,1406.0
988,2016-03-15 17:34:00,非流失,7.0,1377.0
3742,2016-04-29 17:20:00,已流失,3.0,421.0
2254,2016-04-28 18:22:00,准流失,10.0,1779.0
1546,2016-07-17 13:52:00,准流失,7.0,975.0
1546,2016-07-17 13:52:00,准流失,6.0,783.0
3090,2016-07-04 12:32:00,非流失,4.0,561.0
3090,2016-07-04 12:32:00,非流失,9.0,1462.0
3090,2016-07-04 12:32:00,非流失,2.0,260.0
3090,2016-07-04 12:32:00,非流失,5.0,853.0
3281,2016-05-07 21:11:00,非流失,10.0,1785.0
3281,2016-05-07 21:11:00,非流失,6.0,928.0
3281,2016-05-07 21:11:00,非流失,3.0,565.0
3281,2016-05-07 21:11:00,非流失,6.0,964.0
3830,2016-05-27 18:13:00,准流失,5.0,704.0
3830,2016-05-27 18:13:00,准流失,8.0,926.0
1311,2016-04-15 19:56:00,准流失,3.0,479.0
1311,2016-04-15 19:56:00,准流失,6.0,1035.0
1312,2016-05-29 21:08:00,已流失,2.0,414.0
1310,2016-05-23 21:49:00,准流失,3.0,324.0
1310,2016-05-23 21:49:00,准流失,9.0,1100.0
1798,2016-07-24 12:15:00,非流失,3.0,389.0
1798,2016-07-24 12:15:00,非流失,4.0,777.0
1798,2016-07-24 12:15:00,非流失,10.0,1587.0
1798,2016-07-24 12:15:00,非流失,9.0,1132.0
3074,2016-07-29 11:34:00,准流失,7.0,1058.0
3074,2016-07-29 11:34:00,准流失,7.0,775.0
3066,2016-07-18 13:23:00,非流失,10.0,1601.0
3066,2016-07-18 13:23:00,非流失,8.0,1504.0
2082,2016-04-05 18:20:00,已流失,3.0,652.0
2082,2016-04-05 18:20:00,已流失,4.0,756.0
2782,2016-06-03 12:41:00,准流失,4.0,695.0
1969,2016-05-03 18:09:00,非流失,6.0,1037.0
1969,2016-05-03 18:09:00,非流失,5.0,445.0
1969,2016-05-03 18:09:00,非流失,10.0,1586.0
3026,2016-06-10 13:37:00,准流失,4.0,566.0
3026,2016-06-10 13:37:00,准流失,7.0,1381.0
3469,2016-04-06 21:46:00,准流失,5.0,399.0
3469,2016-04-06 21:46:00,准流失,6.0,821.0
1673,2016-07-21 11:11:00,非流失,2.0,367.0
1673,2016-07-21 11:11:00,非流失,7.0,1449.0
1673,2016-07-21 11:11:00,非流失,8.0,1159.0
1673,2016-07-21 11:11:00,非流失,7.0,1343.0
3667,2016-06-26 12:54:00,非流失,7.0,1049.0
3667,2016-06-26 12:54:00,非流失,9.0,1113.0
3667,2016-06-26 12:54:00,非流失,7.0,1249.0
3017,2016-07-26 12:36:00,准流失,3.0,562.0
3017,2016-07-26 12:36:00,准流失,2.0,419.0
3017,2016-07-26 12:36:00,准流失,7.0,1273.0
2217,2016-03-28 20:42:00,准流失,6.0,906.0
2217,2016-03-28 20:42:00,准流失,7.0,1400.0
3546,2016-06-04 12:14:00,准流失,9.0,1162.0
2615,2016-05-24 21:02:00,准流失,9.0,1458.0
2615,2016-05-24 21:02:00,准流失,4.0,453.0
2995,2016-06-20 11:20:00,准流失,5.0,518.0
2995,2016-06-20 11:20:00,准流失,7.0,1261.0
2452,2016-05-03 19:11:00,准流失,3.0,644.0
2452,2016-05-03 19:11:00,准流失,10.0,1285.0
2427,2016-06-16 12:03:00,非流失,6.0,511.0
2427,2016-06-16 12:03:00,非流失,4.0,389.0
2427,2016-06-16 12:03:00,非流失,5.0,837.0
2427,2016-06-16 12:03:00,非流失,3.0,336.0
2861,2016-07-25 11:30:00,准流失,8.0,999.0
3549,2016-07-28 12:40:00,准流失,7.0,1488.0
3175,2016-06-03 12:42:00,准流失,10.0,1568.0
2201,2016-07-18 12:48:00,非流失,10.0,1742.0
2201,2016-07-18 12:48:00,非流失,9.0,1330.0
2201,2016-07-18 12:48:00,非流失,9.0,953.0
2201,2016-07-18 12:48:00,非流失,2.0,449.0
2201,2016-07-18 12:48:00,非流失,4.0,674.0
2527,2016-06-23 12:15:00,非流失,2.0,285.0
2527,2016-06-23 12:15:00,非流失,3.0,333.0
2527,2016-06-23 12:15:00,非流失,10.0,1251.0
3671,2016-05-22 19:51:00,准流失,5.0,511.0
3671,2016-05-22 19:51:00,准流失,6.0,1141.0
3374,2016-01-09 12:26:00,已流失,6.0,862.0
2283,2016-07-06 11:56:00,非流失,10.0,1838.0
2283,2016-07-06 11:56:00,非流失,4.0,721.0
2283,2016-07-06 11:56:00,非流失,8.0,1448.0
3217,2016-03-24 18:23:00,已流失,6.0,1091.0
3217,2016-03-24 18:23:00,已流失,2.0,337.0
3211,2016-07-24 11:38:00,非流失,3.0,538.0
3211,2016-07-24 11:38:00,非流失,6.0,818.0
3211,2016-07-24 11:38:00,非流失,5.0,689.0
3211,2016-07-24 11:38:00,非流失,8.0,1285.0
2071,2016-07-20 11:03:00,准流失,4.0,628.0
2071,2016-07-20 11:03:00,准流失,8.0,1295.0
2072,2016-07-09 11:05:00,已流失,3.0,578.0
1765,2016-07-21 12:23:00,非流失,6.0,702.0
1765,2016-07-21 12:23:00,非流失,8.0,1457.0
1765,2016-07-21 12:23:00,非流失,7.0,931.0
3730,2016-06-15 12:18:00,准流失,7.0,872.0
3730,2016-06-15 12:18:00,准流失,3.0,429.0
2732,2016-06-25 12:18:00,非流失,9.0,1021.0
2732,2016-06-25 12:18:00,非流失,8.0,1409.0
2732,2016-06-25 12:18:00,非流失,7.0,1151.0
2732,2016-06-25 12:18:00,非流失,7.0,1484.0
2058,2016-04-01 18:56:00,准流失,3.0,460.0
2058,2016-04-01 18:56:00,准流失,5.0,446.0
2058,2016-04-01 18:56:00,准流失,9.0,1424.0
3192,2016-02-23 19:37:00,已流失,5.0,916.0
3290,2016-05-18 19:23:00,非流失,6.0,1038.0
3290,2016-05-18 19:23:00,非流失,10.0,1505.0
3290,2016-05-18 19:23:00,非流失,10.0,1295.0
3565,2016-07-11 12:11:00,非流失,6.0,981.0
3565,2016-07-11 12:11:00,非流失,7.0,811.0
3565,2016-07-11 12:11:00,非流失,9.0,1019.0
3051,2016-06-06 13:46:00,已流失,8.0,1168.0
3051,2016-06-06 13:46:00,已流失,2.0,434.0
3051,2016-06-06 13:46:00,已流失,6.0,703.0
3301,2016-05-13 19:07:00,非流失,10.0,1473.0
3301,2016-05-13 19:07:00,非流失,10.0,1475.0
3301,2016-05-13 19:07:00,非流失,3.0,298.0
3595,2016-07-15 13:08:00,准流失,6.0,858.0
3717,2016-06-16 11:13:00,准流失,8.0,1195.0
3717,2016-06-16 11:13:00,准流失,2.0,304.0
3717,2016-06-16 11:13:00,准流失,4.0,421.0
3346,2016-05-22 21:00:00,准流失,10.0,1694.0
3579,2016-03-10 18:07:00,已流失,4.0,541.0
3579,2016-03-10 18:07:00,已流失,2.0,444.0
2310,2016-07-21 11:18:00,非流失,2.0,297.0
2310,2016-07-21 11:18:00,非流失,4.0,394.0
2310,2016-07-21 11:18:00,非流失,5.0,546.0
2183,2016-03-07 19:55:00,准流失,6.0,495.0
2612,2016-03-27 18:24:00,准流失,10.0,1209.0
2212,2016-02-19 17:30:00,准流失,9.0,1211.0
2212,2016-02-19 17:30:00,准流失,8.0,1098.0
2707,2016-07-19 13:47:00,非流失,3.0,425.0
2707,2016-07-19 13:47:00,非流失,7.0,1298.0
2707,2016-07-19 13:47:00,非流失,8.0,1483.0
1996,2016-03-26 20:35:00,非流失,10.0,1311.0
1996,2016-03-26 20:35:00,非流失,8.0,1572.0
1996,2016-03-26 20:35:00,非流失,6.0,653.0
2699,2016-07-15 13:30:00,非流失,6.0,1077.0
2699,2016-07-15 13:30:00,非流失,6.0,777.0
2699,2016-07-15 13:30:00,非流失,10.0,1743.0
2699,2016-07-15 13:30:00,非流失,6.0,983.0
2057,2016-07-26 12:38:00,非流失,3.0,404.0
2057,2016-07-26 12:38:00,非流失,9.0,1119.0
2057,2016-07-26 12:38:00,非流失,5.0,599.0
2057,2016-07-26 12:38:00,非流失,4.0,530.0
2057,2016-07-26 12:38:00,非流失,3.0,536.0
2526,2016-02-12 20:49:00,准流失,7.0,1099.0
2526,2016-02-12 20:49:00,准流失,4.0,725.0
2260,2016-04-22 18:42:00,准流失,7.0,867.0
2041,2016-05-07 18:07:00,准流失,3.0,311.0
2041,2016-05-07 18:07:00,准流失,6.0,868.0
2794,2016-07-25 13:13:00,准流失,5.0,760.0
2794,2016-07-25 13:13:00,准流失,3.0,686.0
2794,2016-07-25 13:13:00,准流失,5.0,458.0
2665,2016-07-15 13:50:00,非流失,6.0,1110.0
2665,2016-07-15 13:50:00,非流失,8.0,1057.0
2665,2016-07-15 13:50:00,非流失,5.0,861.0
2665,2016-07-15 13:50:00,非流失,8.0,1582.0
1226,2016-06-02 12:09:00,准流失,7.0,1325.0
1226,2016-06-02 12:09:00,准流失,6.0,557.0
1240,2016-05-19 19:04:00,准流失,7.0,863.0
1796,2016-06-08 12:12:00,准流失,4.0,648.0
1796,2016-06-08 12:12:00,准流失,2.0,248.0
1698,2016-05-10 21:43:00,准流失,8.0,1503.0
1219,2016-05-27 20:38:00,准流失,6.0,1053.0
1219,2016-05-27 20:38:00,准流失,5.0,505.0
1704,2016-05-22 18:05:00,非流失,5.0,921.0
1704,2016-05-22 18:05:00,非流失,10.0,1291.0
1704,2016-05-22 18:05:00,非流失,8.0,1154.0
1704,2016-05-22 18:05:00,非流失,3.0,514.0
1260,2016-07-08 11:55:00,非流失,6.0,820.0
1260,2016-07-08 11:55:00,非流失,5.0,750.0
1260,2016-07-08 11:55:00,非流失,5.0,666.0
1260,2016-07-08 11:55:00,非流失,10.0,1567.0
1260,2016-07-08 11:55:00,非流失,10.0,1581.0
1738,2016-07-11 12:39:00,准流失,2.0,433.0
3634,2016-04-22 19:41:00,准流失,2.0,262.0
3634,2016-04-22 19:41:00,准流失,6.0,859.0
3634,2016-04-22 19:41:00,准流失,4.0,637.0
3634,2016-04-22 19:41:00,准流失,2.0,432.0
3634,2016-04-22 19:41:00,准流失,7.0,1101.0
1665,2016-06-10 12:43:00,非流失,8.0,1512.0
1665,2016-06-10 12:43:00,非流失,5.0,778.0
1665,2016-06-10 12:43:00,非流失,10.0,1823.0
1248,2016/8/3 14:01,非流失,2.0,415.0
1248,2016/8/3 14:01,非流失,9.0,1351.0
1248,2016/8/3 14:01,非流失,9.0,1407.0
1248,2016/8/3 14:01,非流失,10.0,1358.0
3362,2016-07-03 11:21:00,非流失,10.0,1307.0
3362,2016-07-03 11:21:00,非流失,6.0,717.0
3362,2016-07-03 11:21:00,非流失,7.0,983.0
3362,2016-07-03 11:21:00,非流失,3.0,453.0
3362,2016-07-03 11:21:00,非流失,10.0,1678.0
3362,2016-07-03 11:21:00,非流失,10.0,1193.0
3362,2016-07-03 11:21:00,非流失,7.0,1512.0
3362,2016-07-03 11:21:00,非流失,9.0,951.0
2989,2016-07-25 12:28:00,准流失,4.0,728.0
1659,2016-05-12 18:23:00,非流失,8.0,1287.0
1659,2016-05-12 18:23:00,非流失,7.0,1128.0
1659,2016-05-12 18:23:00,非流失,8.0,1630.0
2493,2016-07-17 11:54:00,非流失,2.0,226.0
2493,2016-07-17 11:54:00,非流失,2.0,348.0
2493,2016-07-17 11:54:00,非流失,9.0,1019.0
2493,2016-07-17 11:54:00,非流失,6.0,1116.0
1235,2016-07-28 13:57:00,非流失,7.0,1446.0
1235,2016-07-28 13:57:00,非流失,7.0,834.0
1235,2016-07-28 13:57:00,非流失,6.0,597.0
1191,2016-07-08 12:36:00,非流失,2.0,336.0
1191,2016-07-08 12:36:00,非流失,9.0,1016.0
1191,2016-07-08 12:36:00,非流失,9.0,963.0
1191,2016-07-08 12:36:00,非流失,8.0,1309.0
1197,2016-04-21 17:33:00,已流失,4.0,505.0
1197,2016-04-21 17:33:00,已流失,5.0,904.0
1197,2016-04-21 17:33:00,已流失,4.0,413.0
3198,2016-04-07 19:50:00,准流失,10.0,1559.0
3198,2016-04-07 19:50:00,准流失,7.0,1442.0
3198,2016-04-07 19:50:00,准流失,2.0,257.0
1271,2016-07-14 13:56:00,准流失,7.0,1204.0
1264,2016-01-05 12:35:00,准流失,6.0,565.0
1168,2016-07-12 11:55:00,非流失,5.0,460.0
1168,2016-07-12 11:55:00,非流失,5.0,742.0
1168,2016-07-12 11:55:00,非流失,5.0,529.0
1168,2016-07-12 11:55:00,非流失,9.0,1146.0
1168,2016-07-12 11:55:00,非流失,3.0,406.0
1687,2016-04-25 17:10:00,准流失,10.0,1763.0
1732,2016-07-11 13:53:00,非流失,2.0,323.0
1732,2016-07-11 13:53:00,非流失,5.0,584.0
1732,2016-07-11 13:53:00,非流失,6.0,1132.0
1732,2016-07-11 13:53:00,非流失,3.0,344.0
1732,2016-07-11 13:53:00,非流失,9.0,1352.0
1653,2016-07-13 11:31:00,非流失,4.0,359.0
1653,2016-07-13 11:31:00,非流失,5.0,475.0
1653,2016-07-13 11:31:00,非流失,6.0,911.0
1714,2016/8/18 17:26,准流失,9.0,1146.0
1180,2016-04-18 20:43:00,准流失,9.0,1415.0
1185,2016-03-26 18:09:00,已流失,10.0,1435.0
1185,2016-03-26 18:09:00,已流失,3.0,369.0
2048,2016-06-22 12:16:00,准流失,10.0,1798.0
2048,2016-06-22 12:16:00,准流失,3.0,600.0
1212,2016-02-23 21:36:00,已流失,6.0,507.0
1256,2016-07-26 12:05:00,非流失,9.0,1416.0
1256,2016-07-26 12:05:00,非流失,5.0,398.0
1256,2016-07-26 12:05:00,非流失,4.0,733.0
1709,2016-06-16 13:17:00,非流失,8.0,1273.0
1709,2016-06-16 13:17:00,非流失,5.0,644.0
1709,2016-06-16 13:17:00,非流失,4.0,341.0
1709,2016-06-16 13:17:00,非流失,8.0,1351.0
1709,2016-06-16 13:17:00,非流失,7.0,1081.0
1173,2016-04-12 20:56:00,准流失,10.0,1209.0
1173,2016-04-12 20:56:00,准流失,3.0,343.0
1173,2016-04-12 20:56:00,准流失,9.0,1169.0
1672,2016-06-02 11:04:00,非流失,6.0,664.0
1672,2016-06-02 11:04:00,非流失,5.0,857.0
1672,2016-06-02 11:04:00,非流失,10.0,1208.0
1730,2016-03-11 20:40:00,准流失,9.0,1266.0
1730,2016-03-11 20:40:00,准流失,8.0,1308.0
1278,2016-06-07 13:31:00,准流失,8.0,1001.0
1204,2016-05-27 18:26:00,准流失,10.0,1581.0
1204,2016-05-27 18:26:00,准流失,5.0,632.0
1259,2016-07-28 12:53:00,非流失,5.0,587.0
1259,2016-07-28 12:53:00,非流失,9.0,1221.0
1259,2016-07-28 12:53:00,非流失,4.0,750.0
1259,2016-07-28 12:53:00,非流失,3.0,443.0
1681,2016-06-27 11:56:00,非流失,7.0,1056.0
1681,2016-06-27 11:56:00,非流失,6.0,543.0
1850,2016-06-20 12:12:00,准流失,7.0,1216.0
1850,2016-06-20 12:12:00,准流失,4.0,360.0
2809,2016-07-28 12:48:00,非流失,6.0,988.0
2809,2016-07-28 12:48:00,非流失,10.0,1233.0
2809,2016-07-28 12:48:00,非流失,5.0,467.0
2809,2016-07-28 12:48:00,非流失,7.0,1312.0
3161,2016-04-30 18:18:00,准流失,4.0,575.0
3161,2016-04-30 18:18:00,准流失,3.0,308.0
2162,2016-06-06 12:47:00,非流失,9.0,1313.0
2162,2016-06-06 12:47:00,非流失,5.0,446.0
2162,2016-06-06 12:47:00,非流失,5.0,630.0
2162,2016-06-06 12:47:00,非流失,2.0,348.0
2316,2016-03-09 21:32:00,已流失,3.0,458.0
2499,2016-06-06 11:43:00,非流失,5.0,813.0
2499,2016-06-06 11:43:00,非流失,9.0,1208.0
2499,2016-06-06 11:43:00,非流失,10.0,1184.0
2478,2016-07-09 13:45:00,非流失,7.0,1493.0
2478,2016-07-09 13:45:00,非流失,7.0,1297.0
2478,2016-07-09 13:45:00,非流失,4.0,406.0
2478,2016-07-09 13:45:00,非流失,9.0,1094.0
3463,2016-06-26 12:10:00,准流失,8.0,1197.0
3463,2016-06-26 12:10:00,准流失,5.0,427.0
3463,2016-06-26 12:10:00,准流失,3.0,581.0
1812,2016-05-25 18:59:00,准流失,3.0,573.0
1812,2016-05-25 18:59:00,准流失,3.0,382.0
3757,2016-03-18 20:32:00,已流失,2.0,229.0
3757,2016-03-18 20:32:00,已流失,2.0,249.0
2240,2016-06-16 12:13:00,准流失,6.0,487.0
2240,2016-06-16 12:13:00,准流失,2.0,436.0
2240,2016-06-16 12:13:00,准流失,3.0,703.0
2240,2016-06-16 12:13:00,准流失,4.0,449.0
2021,2016-04-10 20:50:00,准流失,5.0,670.0
2021,2016-04-10 20:50:00,准流失,5.0,447.0
2756,2016-04-14 21:57:00,准流失,9.0,1344.0
2756,2016-04-14 21:57:00,准流失,4.0,383.0
2016,2016-03-06 20:05:00,准流失,9.0,1129.0
2016,2016-03-06 20:05:00,准流失,9.0,1104.0
1106,2016-05-12 21:25:00,非流失,10.0,1689.0
1106,2016-05-12 21:25:00,非流失,6.0,955.0
1106,2016-05-12 21:25:00,非流失,2.0,455.0
1106,2016-05-12 21:25:00,非流失,6.0,1010.0
1106,2016-05-12 21:25:00,非流失,6.0,900.0
1878,2016-05-23 18:26:00,准流失,4.0,470.0
1117,2016-06-25 11:03:00,非流失,10.0,1200.0
1117,2016-06-25 11:03:00,非流失,5.0,672.0
1117,2016-06-25 11:03:00,非流失,7.0,1264.0
1107,2016-06-09 11:40:00,准流失,5.0,711.0
3323,2016-07-14 13:22:00,非流失,2.0,303.0
3323,2016-07-14 13:22:00,非流失,7.0,1483.0
3323,2016-07-14 13:22:00,非流失,10.0,1791.0
3323,2016-07-14 13:22:00,非流失,10.0,1335.0
3562,2016-06-14 11:02:00,非流失,7.0,1433.0
3562,2016-06-14 11:02:00,非流失,10.0,1511.0
3562,2016-06-14 11:02:00,非流失,6.0,526.0
2469,2016-04-10 21:49:00,准流失,8.0,1440.0
3725,2016-06-30 12:00:00,非流失,4.0,856.0
3725,2016-06-30 12:00:00,非流失,9.0,1080.0
3725,2016-06-30 12:00:00,非流失,3.0,422.0
3725,2016-06-30 12:00:00,非流失,10.0,1172.0
1119,2016-05-01 19:26:00,非流失,9.0,1194.0
1119,2016-05-01 19:26:00,非流失,10.0,1400.0
1119,2016-05-01 19:26:00,非流失,3.0,547.0
1119,2016-05-01 19:26:00,非流失,10.0,1737.0
3483,2016-06-20 13:05:00,非流失,6.0,1130.0
3483,2016-06-20 13:05:00,非流失,8.0,1196.0
3483,2016-06-20 13:05:00,非流失,3.0,279.0
3483,2016-06-20 13:05:00,非流失,3.0,576.0
2819,2016-07-30 12:46:00,准流失,3.0,512.0
2819,2016-07-30 12:46:00,准流失,5.0,464.0
3846,2016-04-23 21:43:00,准流失,8.0,1012.0
3130,2016-07-13 12:44:00,非流失,5.0,559.0
3130,2016-07-13 12:44:00,非流失,10.0,1764.0
3130,2016-07-13 12:44:00,非流失,2.0,455.0
3130,2016-07-13 12:44:00,非流失,6.0,621.0
3037,2016-07-18 13:17:00,非流失,5.0,607.0
3037,2016-07-18 13:17:00,非流失,2.0,382.0
3037,2016-07-18 13:17:00,非流失,4.0,383.0
3037,2016-07-18 13:17:00,非流失,4.0,580.0
3037,2016-07-18 13:17:00,非流失,10.0,1679.0
3037,2016-07-18 13:17:00,非流失,9.0,1067.0
1105,2016-03-27 21:52:00,准流失,9.0,975.0
1105,2016-03-27 21:52:00,准流失,2.0,224.0
3014,2016-06-12 13:01:00,已流失,3.0,680.0
2511,2016-07-30 11:56:00,非流失,4.0,714.0
2511,2016-07-30 11:56:00,非流失,2.0,295.0
2511,2016-07-30 11:56:00,非流失,7.0,1056.0
2511,2016-07-30 11:56:00,非流失,10.0,1249.0
3212,2016-07-14 12:58:00,非流失,8.0,1608.0
3212,2016-07-14 12:58:00,非流失,2.0,375.0
3212,2016-07-14 12:58:00,非流失,8.0,1285.0
2741,2016-07-21 12:47:00,非流失,4.0,348.0
2741,2016-07-21 12:47:00,非流失,8.0,1602.0
2741,2016-07-21 12:47:00,非流失,6.0,751.0
1995,2016-05-26 19:43:00,准流失,2.0,440.0
2477,2016-07-14 12:05:00,非流失,5.0,884.0
2477,2016-07-14 12:05:00,非流失,6.0,1001.0
2477,2016-07-14 12:05:00,非流失,7.0,1413.0
3354,2016-07-10 13:52:00,非流失,2.0,452.0
3354,2016-07-10 13:52:00,非流失,9.0,1335.0
3354,2016-07-10 13:52:00,非流失,5.0,573.0
1908,2016-05-29 18:54:00,准流失,2.0,417.0
1908,2016-05-29 18:54:00,准流失,7.0,1243.0
1908,2016-05-29 18:54:00,准流失,5.0,908.0
3764,2016-04-06 19:13:00,准流失,7.0,864.0
3764,2016-04-06 19:13:00,准流失,10.0,1588.0
2246,2016-07-06 12:03:00,非流失,4.0,346.0
2246,2016-07-06 12:03:00,非流失,2.0,261.0
2246,2016-07-06 12:03:00,非流失,5.0,490.0
2246,2016-07-06 12:03:00,非流失,5.0,626.0
3604,2016-07-30 13:40:00,非流失,6.0,696.0
3604,2016-07-30 13:40:00,非流失,3.0,524.0
3604,2016-07-30 13:40:00,非流失,6.0,711.0
3604,2016-07-30 13:40:00,非流失,3.0,302.0
3604,2016-07-30 13:40:00,非流失,6.0,467.0
3604,2016-07-30 13:40:00,非流失,5.0,414.0
3604,2016-07-30 13:40:00,非流失,8.0,1349.0
3604,2016-07-30 13:40:00,非流失,8.0,984.0
3604,2016-07-30 13:40:00,非流失,8.0,961.0
3604,2016-07-30 13:40:00,非流失,3.0,620.0
3604,2016-07-30 13:40:00,非流失,9.0,1075.0
3604,2016-07-30 13:40:00,非流失,10.0,1572.0
3604,2016-07-30 13:40:00,非流失,5.0,658.0
3604,2016-07-30 13:40:00,非流失,9.0,1503.0
3604,2016-07-30 13:40:00,非流失,8.0,1243.0
3604,2016-07-30 13:40:00,非流失,6.0,546.0
3604,2016-07-30 13:40:00,非流失,3.0,359.0
3604,2016-07-30 13:40:00,非流失,8.0,1451.0
3604,2016-07-30 13:40:00,非流失,3.0,593.0
3604,2016-07-30 13:40:00,非流失,10.0,1597.0
3604,2016-07-30 13:40:00,非流失,10.0,1721.0
3604,2016-07-30 13:40:00,非流失,10.0,1734.0
3604,2016-07-30 13:40:00,非流失,7.0,1339.0
3604,2016-07-30 13:40:00,非流失,5.0,922.0
3604,2016-07-30 13:40:00,非流失,4.0,435.0
3604,2016-07-30 13:40:00,非流失,8.0,1460.0
3604,2016-07-30 13:40:00,非流失,3.0,410.0
1324,2016-04-16 18:14:00,准流失,10.0,1413.0
1324,2016-04-16 18:14:00,准流失,7.0,788.0
3501,2016-07-22 13:56:00,准流失,3.0,670.0
3501,2016-07-22 13:56:00,准流失,6.0,1075.0
3501,2016-07-22 13:56:00,准流失,3.0,700.0
1318,2016-07-08 11:18:00,非流失,7.0,976.0
1318,2016-07-08 11:18:00,非流失,5.0,661.0
1318,2016-07-08 11:18:00,非流失,9.0,980.0
1318,2016-07-08 11:18:00,非流失,9.0,1163.0
1317,2016-05-17 17:29:00,已流失,5.0,917.0
1317,2016-05-17 17:29:00,已流失,4.0,485.0
3148,2016-03-09 21:46:00,已流失,8.0,911.0
3148,2016-03-09 21:46:00,已流失,8.0,1482.0
1864,2016-06-05 12:39:00,已流失,9.0,1376.0
