订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现,大类,二级类
DD201705192212266333193788464,E43A6E078A04228,2.5,2.5,美年达（罐）,2017/6/8 16:51,C,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493700152309206557,E43A6E078A06874,3.6,3.6,32g卫龙亲嘴烧红烧牛肉味,2017/6/8 17:03,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017080420403691C30A810BED2,E43A6E078A04134,3,3,怡宝纯净水,2017/6/8 17:09,B,已出货未退款,已提现,饮料,水
DD2017051922113088AC3111998D1,E43A6E078A06874,3,3,印尼芝士威化饼干,2017/6/8 17:09,E,已出货未退款,已提现,非饮料,饼干糕点
DD2017081674935671157284559,E43A6E078A04134,4.5,4.5,50g上好佳田园薯片番茄味,2017/6/8 17:15,B,已出货未退款,已提现,非饮料,膨化食品
DD201708167493649491360248047,E43A6E078A04172,3.5,3.5,500ml康师傅冰糖雪梨,2017/6/8 17:16,A,已出货未退款,已提现,饮料,果蔬饮料
DD201708167493649426065186214,E43A6E078A04228,4.8,4.8,诗竹竹纤维面巾纸,2017/6/8 17:22,C,已出货未退款,已提现,非饮料,纸巾
DD201708167493240662461405741,E43A6E078A04172,0.8,0.8,咪咪虾条马来西亚风味,2017/6/8 17:25,A,已出货未退款,已提现,非饮料,膨化食品
DD201708167493392462149715648,E43A6E078A06874,18,18,250ml燕塘原味酸奶,2017/6/8 17:26,E,已出货未退款,已提现,饮料,乳制品
DD2017072203122166BA0903AC62D,E43A6E078A06874,3,3,怡宝纯净水,2017/6/8 17:26,E,已出货未退款,已提现,饮料,水
DD201708167493649398194873547,E43A6E078A04172,4.5,4.5,250ml燕塘甜牛奶,2017/6/8 17:41,A,已出货未退款,已提现,饮料,乳制品
DD201708167493392526240956173,E43A6E078A06874,4.5,4.5,80g香飘飘椰果奶茶麦香味,2017/6/8 17:47,E,已出货未退款,已提现,饮料,茶饮料
DD2017072203270911E9D9455F847,E43A6E078A06874,3,3,雪碧最新款,2017/6/8 17:47,E,已出货未退款,已提现,饮料,碳酸饮料
DD20170327014429549279EFDB060,E43A6E078A04228,2,2,怡宝纯净水,2017/6/8 18:01,C,已出货未退款,已提现,饮料,水
DD20170722054058396C58AC2996D,E43A6E078A06874,3,3,雪碧最新款,2017/6/8 18:01,E,已出货未退款,已提现,饮料,碳酸饮料
DD2017032709243131663C57E10CB,E43A6E078A04228,4,4,银鹭八宝粥,2017/6/8 18:05,C,已出货未退款,已提现,饮料,方便速食
DD20170722061740884F28549163B,E43A6E078A06874,3,3,雪碧最新款,2017/6/8 18:05,E,已出货未退款,已提现,饮料,碳酸饮料
DD20170816749324068811223211,E43A6E078A04228,5.6,5.6,250ml维他原味豆奶,2017/6/8 18:08,C,已出货未退款,已提现,饮料,植物蛋白
DD2017032711564057D00E57FBB61,E43A6E078A04228,4,4,王老吉（500ml）,2017/6/8 18:12,C,已出货未退款,已提现,饮料,茶饮料
DD201707220743401468E6CDCD947,E43A6E078A06874,3,3,怡宝纯净水,2017/6/8 18:12,E,已出货未退款,已提现,饮料,水
DD201708167493240727040677106,E43A6E078A07631,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/6/8 18:16,D,已出货未退款,已提现,非饮料,饼干糕点
DD20170327123528213DA2C94DD63,E43A6E078A04134,4,4,脉动,2017/6/8 18:17,B,已出货未退款,已提现,饮料,功能饮料
DD20170722075159170EFF5419789,E43A6E078A06874,3,3,怡宝纯净水,2017/6/8 18:17,E,已出货未退款,已提现,饮料,水
DD20170809131643630325709F8AF,E43A6E078A04172,2.5,2.5,伊利纯牛奶,2017/6/8 18:18,A,已出货未退款,已提现,饮料,乳制品
DD2017050815313954D52B5327AD4,E43A6E078A04228,4.5,4.5,椰树牌椰汁,2017/6/8 18:18,C,已出货未退款,已提现,饮料,植物蛋白
DD201708167493240750599314189,E43A6E078A07631,4,4,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/8 18:23,D,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493811245848848614,E43A6E078A04134,2.8,2.8,250ml维他原味豆奶,2017/6/8 18:33,B,已出货未退款,已提现,饮料,植物蛋白
DD20170804203641206B6D4B9264C,E43A6E078A04134,3,3,怡宝纯净水,2017/6/8 18:33,B,已出货未退款,已提现,饮料,水
DD2017032714173942065078378F4,E43A6E078A04228,2.5,2.5,雪碧330ml,2017/6/8 18:33,C,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493240756473844176,E43A6E078A04228,6,6,小茗同学冷泡茶（乳酸菌味）,2017/6/8 18:35,C,已出货未退款,已提现,饮料,茶饮料
DD201708167493240843527814464,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/8 18:36,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493426016522144562,E43A6E078A06874,7,7,泰奇八宝粥,2017/6/8 18:39,E,已出货未退款,已提现,非饮料,方便速食
DD201708167493566969879929462,E43A6E078A04228,4.5,4.5,480ml小茗同学冷泡青柠红茶,2017/6/8 18:55,C,已出货未退款,已提现,饮料,茶饮料
DD201708167493700425404078745,E43A6E078A06874,3.6,3.6,32g卫龙亲嘴烧川香味,2017/6/8 18:56,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493649279422023098,E43A6E078A04172,2.5,2.5,145ml旺仔牛奶盒装,2017/6/8 19:01,A,已出货未退款,已提现,饮料,乳制品
DD201708167493237979137843683,E43A6E078A06874,5,5,顺宝九制梅,2017/6/8 19:05,E,已出货未退款,已提现,非饮料,蜜饯/果干
DD201708167493764469633809505,E43A6E078A04172,3,3,250ml维他奶巧克力味,2017/6/8 19:06,A,已出货未退款,已提现,饮料,植物蛋白
DD20170809131308861FCA20F04F3,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/6/8 19:06,A,已出货未退款,已提现,饮料,功能饮料
DD201708167493392559451431011,E43A6E078A06874,2.5,2.5,500ml恒大冰泉矿泉水,2017/6/8 19:06,E,已出货未退款,已提现,饮料,水
DD2017052505131676BA374B51EA4,E43A6E078A06874,3.5,3.5,王老吉（罐）,2017/6/8 19:06,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493240928228753021,E43A6E078A04228,4.5,4.5,250ml燕塘甜牛奶,2017/6/8 19:07,C,已出货未退款,已提现,饮料,乳制品
DD201708167493276443670590839,E43A6E078A06874,5,5,顺宝九制梅,2017/6/8 19:08,E,已出货未退款,已提现,非饮料,蜜饯/果干
DD201708167493507814634582933,E43A6E078A04172,2,2,5片装益达绿箭口香糖,2017/6/8 19:14,A,已出货未退款,已提现,非饮料,糖果/巧克力
DD201708167493943596746984217,E43A6E078A04172,0.8,0.8,20g咪咪虾条马来西亚风味,2017/6/8 19:27,A,已出货未退款,已提现,非饮料,膨化食品
DD201708167493502964695864077,E43A6E078A04172,3.5,3.5,600ml可口可乐,2017/6/8 19:27,A,已出货未退款,已提现,饮料,碳酸饮料
DD201705250512252664E2A63424B,E43A6E078A04172,1,1,手撕素肉排,2017/6/8 19:27,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017051922051388CB553D24B9A,E43A6E078A04134,3.5,3.5,阿萨姆奶茶,2017/6/8 19:27,B,已出货未退款,已提现,饮料,茶饮料
DD2017051922035814E41B5BE6230,E43A6E078A04228,3,3,统一冰红茶,2017/6/8 19:27,C,已出货未退款,已提现,饮料,茶饮料
DD20170809130912144B53D4EF652,E43A6E078A07631,3.5,3.5,东鹏特饮,2017/6/8 19:27,D,已出货未退款,已提现,饮料,功能饮料
DD2017080913083716930040E503A,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/6/8 19:34,A,已出货未退款,已提现,饮料,功能饮料
DD201703271716351061B75770921,E43A6E078A04228,3.5,3.5,东鹏特饮,2017/6/8 19:34,C,已出货未退款,已提现,饮料,功能饮料
DD201708167493241027354644373,E43A6E078A04172,0.8,0.8,20g咪咪虾条马来西亚风味,2017/6/8 19:35,A,已出货未退款,已提现,非饮料,膨化食品
DD201708167493649267511033944,E43A6E078A04228,6.5,6.5,250ml红牛,2017/6/8 19:40,C,已出货未退款,已提现,饮料,功能饮料
DD201708167493382727961190598,E43A6E078A06874,5,5,顺宝九制梅,2017/6/8 19:44,E,已出货未退款,已提现,非饮料,蜜饯/果干
DD201708167493241047891054937,E43A6E078A04228,1.8,1.8,32g卫龙亲嘴烧,2017/6/8 19:58,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493775191854626388,E43A6E078A06874,3,3,40g双汇玉米热狗肠,2017/6/8 19:59,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170722095122862F51AB498E8,E43A6E078A06874,3,3,怡宝纯净水,2017/6/8 19:59,E,已出货未退款,已提现,饮料,水
DD201708167493241058171126357,E43A6E078A04228,5.5,5.5,130g果王玉带蚕豆,2017/6/8 20:00,C,已出货未退款,已提现,非饮料,坚果炒货
DD201708167493241116542433726,E43A6E078A04228,3.6,3.6,32g卫龙亲嘴烧红烧牛肉味,2017/6/8 20:03,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493241209263362334,E43A6E078A04134,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/8 20:08,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017032717201194206096EC182,E43A6E078A04134,6,6,红牛,2017/6/8 20:09,B,已出货未退款,已提现,饮料,功能饮料
DD20170724200437126F464459D3B,E43A6E078A04228,3,3,雪碧最新款,2017/6/8 20:09,C,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493241212559556135,E43A6E078A04134,6,6,86g合味道海鲜风味,2017/6/8 20:10,B,已出货未退款,已提现,非饮料,方便速食
DD201708167493241256150094413,E43A6E078A04228,4.5,4.5,80g香飘飘椰果奶茶原味,2017/6/8 20:11,C,已出货未退款,已提现,饮料,茶饮料
DD201708167493241471890435717,E43A6E078A04228,3,3,13g无穷烤鸡小腿蜂蜜味,2017/6/8 20:14,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493232311806689073,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/8 20:28,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493241497581171603,E43A6E078A04228,6,6,250ml维他原味豆奶,2017/6/8 20:31,C,已出货未退款,已提现,饮料,植物蛋白
DD201708167493241032936031733,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/8 20:39,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017032717232221375FDAEB4D2,E43A6E078A04134,2.5,2.5,芬达330ml,2017/6/8 20:41,B,已出货未退款,已提现,饮料,碳酸饮料
DD2017072209515731AB7EAC9DB7A,E43A6E078A06874,3,3,怡宝纯净水,2017/6/8 20:41,E,已出货未退款,已提现,饮料,水
DD201708167493775294595196179,E43A6E078A06874,3,3,40g双汇玉米热狗肠,2017/6/8 20:43,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170722101858413547795ACBD,E43A6E078A06874,3,3,怡宝纯净水,2017/6/8 20:43,E,已出货未退款,已提现,饮料,水
DD201708167493241579421792831,E43A6E078A04172,1.5,1.5,12g劲仔小鱼卤香味,2017/6/8 20:45,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017032717592795B0E23CB1E15,E43A6E078A04134,2,2,伊利优酸乳,2017/6/8 20:48,B,已出货未退款,已提现,饮料,乳制品
DD2017072210323038C4A99ECE5E6,E43A6E078A06874,3,3,怡宝纯净水,2017/6/8 20:48,E,已出货未退款,已提现,饮料,水
DD201708167493241581387768531,E43A6E078A07631,1.6,1.6,20g咪咪虾条马来西亚风味,2017/6/8 20:52,D,已出货未退款,已提现,非饮料,膨化食品
DD201708167493241585512923125,E43A6E078A04228,59.4,59.4,180g统一满汉全席台式半筋半肉牛肉面,2017/6/8 20:53,C,已出货未退款,已提现,非饮料,方便速食
DD2017032719101765DE626B16954,E43A6E078A04134,4,4,王老吉（500ml）,2017/6/8 20:56,B,已出货未退款,已提现,饮料,茶饮料
DD2017072210560617784D7EDFE5D,E43A6E078A06874,3,3,怡宝纯净水,2017/6/8 20:56,E,已出货未退款,已提现,饮料,水
DD201708167493258626278963861,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/8 21:01,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493275619603328805,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/8 21:13,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493598418721630891,E43A6E078A04134,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/8 21:15,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493285905026520235,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/8 21:27,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493611255788032798,E43A6E078A06874,4.5,4.5,250ml燕塘原味酸奶,2017/6/8 21:33,E,已出货未退款,已提现,饮料,乳制品
DD201708167493241763669128985,E43A6E078A04134,2.5,2.5,250ml维他原味豆奶,2017/6/8 21:34,B,已出货未退款,已提现,饮料,植物蛋白
DD201708167493241927510319898,E43A6E078A04172,4.5,4.5,500ml加多宝,2017/6/8 22:07,A,已出货未退款,已提现,饮料,茶饮料
DD201708167493291678666467688,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/8 22:14,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493294384617290504,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/8 22:15,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493242016525295299,E43A6E078A04172,2.5,2.5,145ml旺仔牛奶盒装,2017/6/8 22:25,A,已出货未退款,已提现,饮料,乳制品
DD201708167493242053363060915,E43A6E078A04228,5,5,500ml统一阿萨姆奶茶,2017/6/8 22:35,C,已出货未退款,已提现,饮料,茶饮料
DD201708167493242180785921967,E43A6E078A04134,3.5,3.5,600ml可口可乐,2017/6/8 22:52,B,已出货未退款,已提现,饮料,碳酸饮料
DD2017072420315127345E526F569,E43A6E078A04134,3,3,统一冰红茶,2017/6/8 22:59,B,已出货未退款,已提现,饮料,茶饮料
DD2017032719143832DC5CB7B34D6,E43A6E078A04228,4,4,银鹭八宝粥,2017/6/8 22:59,C,已出货未退款,已提现,饮料,方便速食
DD201708167493242233076714625,E43A6E078A04134,2.5,2.5,250ml维他柠檬茶,2017/6/8 23:00,B,已出货未退款,已提现,饮料,茶饮料
DD201708167493242236610687569,E43A6E078A04172,5,5,48g好丽友薯愿香烤原味,2017/6/8 23:01,A,已出货未退款,已提现,非饮料,膨化食品
DD20170724203154944D72FB155DB,E43A6E078A04228,3,3,卫龙大面筋,2017/6/8 23:07,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170327232429871DD6B252C19,E43A6E078A06874,3,3,统一冰红茶,2017/6/8 23:07,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493297853101392434,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/8 23:11,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017072420322723F38E0CE8AC2,E43A6E078A04134,3,3,卫龙大面筋,2017/6/8 23:12,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493392699836519749,E43A6E078A04134,4.5,4.5,燕塘甜牛奶,2017/6/8 23:12,B,已出货未退款,已提现,饮料,乳制品
DD201708167493300992655510809,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/8 23:13,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493242352756294986,E43A6E078A07631,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/6/8 23:14,D,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493242496866759923,E43A6E078A04172,3,3,250ml维他柠檬茶,2017/6/8 23:15,A,已出货未退款,已提现,饮料,茶饮料
DD20170816749324250472473437,E43A6E078A04172,2,2,5片装益达绿箭口香糖,2017/6/8 23:18,A,已出货未退款,已提现,非饮料,糖果/巧克力
DD201708167493242565868397888,E43A6E078A04172,6.5,6.5,70g乐事薯片（黄瓜味）,2017/6/8 23:20,A,已出货未退款,已提现,非饮料,膨化食品
DD20170816749333192864089052,E43A6E078A06874,4,4,双汇玉米热狗肠,2017/6/8 23:34,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493242666642529132,E43A6E078A04228,3,3,250ml维他柠檬茶,2017/6/8 23:37,C,已出货未退款,已提现,饮料,茶饮料
DD201708167493242728399643814,E43A6E078A07631,3,3,250ml维他柠檬茶,2017/6/8 23:42,D,已出货未退款,已提现,饮料,茶饮料
DD201708167493242875197865856,E43A6E078A07631,4.5,4.5,250ML东鹏特饮,2017/6/9 0:02,D,已出货未退款,已提现,饮料,功能饮料
DD201708167493507692143117284,E43A6E078A04228,6,6,86g合味道海鲜风味,2017/6/9 0:04,C,已出货未退款,已提现,非饮料,方便速食
DD201708167493344820703700618,E43A6E078A06874,4,4,双汇玉米热狗肠,2017/6/9 0:16,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493350651430032554,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/9 0:29,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493355453805862753,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/9 1:38,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493243011916719444,E43A6E078A07631,0.8,0.8,20g咪咪虾条马来西亚风味,2017/6/9 2:39,D,已出货未退款,已提现,非饮料,膨化食品
DD201708167493412112614712515,E43A6E078A06874,4,4,双汇玉米热狗肠,2017/6/9 2:41,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493423457625220507,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/9 2:58,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493423519689929439,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/9 3:37,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493243273711860666,E43A6E078A04134,0.8,0.8,20g咪咪虾条马来西亚风味,2017/6/9 3:38,B,已出货未退款,已提现,非饮料,膨化食品
DD201708167493243337596899614,E43A6E078A04228,21,21,合味道（海鲜风味）,2017/6/9 3:39,C,已出货未退款,已提现,非饮料,方便速食
DD201708167493243344103691704,E43A6E078A04228,1.6,1.6,20g咪咪虾条马来西亚风味,2017/6/9 4:24,C,已出货未退款,已提现,非饮料,膨化食品
DD201708167493243457860347052,E43A6E078A04134,4,4,20g咪咪虾条马来西亚风味,2017/6/9 4:25,B,已出货未退款,已提现,非饮料,膨化食品
DD2017081674932434716319402,E43A6E078A07631,1.5,1.5,12g劲仔小鱼麻辣味,2017/6/9 4:26,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170724203310275A5D65D9CBF,E43A6E078A04134,3,3,卫龙大面筋,2017/6/9 4:46,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017032811373535A1E76CD1CDA,E43A6E078A06874,3,3,统一冰红茶,2017/6/9 4:46,E,已出货未退款,已提现,饮料,茶饮料
DD20170816749324347638095397,E43A6E078A07631,2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/9 4:47,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493243503427693012,E43A6E078A04172,5,5,500ml统一阿萨姆奶茶,2017/6/9 7:01,A,已出货未退款,已提现,饮料,茶饮料
DD201708167493442251819197502,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/9 7:02,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493243564910141725,E43A6E078A04172,4.5,4.5,250ml燕塘红枣牛奶,2017/6/9 7:25,A,已出货未退款,已提现,饮料,乳制品
DD201708167493243681278023871,E43A6E078A04172,12,12,86g合味道海鲜风味,2017/6/9 7:26,A,已出货未退款,已提现,非饮料,方便速食
DD20170816749324370959723457,E43A6E078A04228,4.5,4.5,48g好丽友薯愿香烤原味,2017/6/9 7:35,C,已出货未退款,已提现,非饮料,膨化食品
DD2017072420335889C9FD717F242,E43A6E078A04228,3,3,统一冰红茶,2017/6/9 7:40,C,已出货未退款,已提现,饮料,茶饮料
DD20170328113757355246C01FF99,E43A6E078A06874,3,3,印尼芝士威化饼干,2017/6/9 7:40,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493775898569434128,E43A6E078A04134,3,3,40g双汇玉米热狗肠,2017/6/9 7:41,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017072420340650A79354D7EE0,E43A6E078A04134,3,3,统一冰红茶,2017/6/9 7:41,B,已出货未退款,已提现,饮料,茶饮料
DD201707242034113189EB37A2DCB,E43A6E078A04172,2,2,怡宝纯净水,2017/6/9 7:42,A,已出货未退款,已提现,饮料,水
DD2017032814353766359719373FE,E43A6E078A06874,2.5,2.5,伊利优酸乳,2017/6/9 7:42,E,已出货未退款,已提现,饮料,乳制品
DD20170816749324390967834513,E43A6E078A04134,4.5,4.5,50g上好佳田园薯片番茄味,2017/6/9 7:43,B,已出货未退款,已提现,非饮料,膨化食品
DD201708167493243994359014518,E43A6E078A07631,2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/9 7:50,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493860998920339446,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/9 7:53,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493244044112289336,E43A6E078A04228,11.2,11.2,旺仔牛奶,2017/6/9 8:05,C,已出货未退款,已提现,饮料,乳制品
DD201708167493244074682848073,E43A6E078A07631,4,4,150g健能酸奶原味,2017/6/9 8:09,D,已出货未退款,已提现,饮料,乳制品
DD201708167493244103240824004,E43A6E078A04172,1.5,1.5,40g双汇玉米热狗肠,2017/6/9 8:15,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493244169701725167,E43A6E078A04172,3,3,13g无穷烤鸡小腿蜂蜜味,2017/6/9 8:18,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493244250513276363,E43A6E078A04134,6.5,6.5,250ml红牛,2017/6/9 8:35,B,已出货未退款,已提现,饮料,功能饮料
DD201708167493244350897147796,E43A6E078A04134,5.5,5.5,205g伊利安慕希原味,2017/6/9 8:38,B,已出货未退款,已提现,饮料,乳制品
DD201705250511414570C3AF31083,E43A6E078A04134,3,3,卫龙大面筋,2017/6/9 8:51,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170809130800148E1278E56B2,E43A6E078A07631,3.5,3.5,东鹏特饮,2017/6/9 8:51,D,已出货未退款,已提现,饮料,功能饮料
DD2017072420381082A8B9C264D54,E43A6E078A04228,3,3,卫龙大面筋,2017/6/9 8:58,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017032816264080238BED3A4AA,E43A6E078A07631,2.5,2.5,伊利优酸乳,2017/6/9 8:58,D,已出货未退款,已提现,饮料,乳制品
DD201708167493244351124343802,E43A6E078A04228,4.5,4.5,燕塘原味酸奶,2017/6/9 9:00,C,已出货未退款,已提现,饮料,乳制品
DD201707242039218753283E869FD,E43A6E078A04134,3,3,卫龙大面筋,2017/6/9 9:19,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201703282146562460F1B791259,E43A6E078A06874,3,3,雪碧（500ml）,2017/6/9 9:19,E,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493861778256664412,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/9 9:20,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493244526082223729,E43A6E078A04172,1.5,1.5,劲仔小鱼（香辣味）,2017/6/9 9:23,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493244539660802047,E43A6E078A04134,3,3,250ml维他奶黑豆奶饮品,2017/6/9 10:03,B,已出货未退款,已提现,饮料,植物蛋白
DD2017072420394492CCF6DD23BAF,E43A6E078A04228,3.5,3.5,东鹏特饮,2017/6/9 10:05,C,已出货未退款,已提现,饮料,功能饮料
DD2017032823055715035A1F95EA3,E43A6E078A07631,3,3,可口可乐（500ml）,2017/6/9 10:05,D,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493244555465495537,E43A6E078A04228,3,3,250ml维他柠檬茶,2017/6/9 10:07,C,已出货未退款,已提现,饮料,茶饮料
DD201708167493244593449404062,E43A6E078A04134,6,6,86g合味道海鲜风味,2017/6/9 10:11,B,已出货未退款,已提现,非饮料,方便速食
DD201708167493244900933786395,E43A6E078A04172,1.8,1.8,600ml雪碧,2017/6/9 10:34,A,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493244967837508427,E43A6E078A07631,5,5,30g无穷农场盐_鸡蛋,2017/6/9 10:36,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749324500129078092,E43A6E078A04134,4.5,4.5,250ml燕塘甜牛奶,2017/6/9 10:38,B,已出货未退款,已提现,饮料,乳制品
DD201708167493245018770906396,E43A6E078A04134,7.5,7.5,30g无穷农场盐_鸡蛋,2017/6/9 10:48,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493649099985733877,E43A6E078A04172,3,3,250ml维他奶巧克力味,2017/6/9 10:53,A,已出货未退款,已提现,饮料,植物蛋白
DD201708167493245146907585288,E43A6E078A04134,4.5,4.5,55g奥利奥原味夹心饼干,2017/6/9 10:58,B,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493245206589860184,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/6/9 11:42,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493245233013920438,E43A6E078A04172,3.2,3.2,2g韩国海牌海苔,2017/6/9 11:50,A,已出货未退款,已提现,非饮料,海味零食
DD201708167493245268297787614,E43A6E078A07631,5.5,5.5,480ml小茗同学冷泡青柠红茶,2017/6/9 11:51,D,已出货未退款,已提现,饮料,茶饮料
DD201708167493245280543957499,E43A6E078A04228,2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/9 11:54,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493245431872171035,E43A6E078A04228,9,9,52g旺旺仙贝,2017/6/9 11:57,C,已出货未退款,已提现,非饮料,膨化食品
DD201708167493869141594511345,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/9 11:58,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493869255533184668,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/9 12:06,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493759556466221757,E43A6E078A06874,3,3,58g丽芝士纳宝帝奶酪威化饼干,2017/6/9 12:19,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493245599064414378,E43A6E078A07631,3.5,3.5,70g乖媳妇野山泡椒凤爪,2017/6/9 12:21,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493245634539348726,E43A6E078A04228,6.5,6.5,148g富甲一方紫薯仔,2017/6/9 12:22,C,已出货未退款,已提现,非饮料,蜜饯/果干
DD201708167493245637383536629,E43A6E078A04134,1.8,1.8,32g卫龙亲嘴烧,2017/6/9 12:23,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201707242043511862508155CA3,E43A6E078A04228,3,3,可口可乐330ml,2017/6/9 12:28,C,已出货未退款,已提现,饮料,碳酸饮料
DD201703291154548177584ADACE1,E43A6E078A06874,2,2,香脆肠,2017/6/9 12:28,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
