,新闻动态,教学资源,项目与合作,竞赛,优秀作品
104355.0,0,1,0,0,0
6052.5,0,0,0,8,0
104357.0,0,0,0,1,0
6055.0,0,0,0,1,0
104360.0,0,1,0,0,0
104361.0,1,0,0,0,0
104362.0,0,0,1,0,0
104363.0,0,0,1,0,0
104366.0,0,1,0,0,0
104367.0,1,0,0,0,0
104368.0,0,0,0,1,0
104369.0,0,0,1,0,0
104370.0,0,0,1,0,0
104371.0,1,0,0,0,0
104373.0,0,1,0,0,0
104374.0,0,0,0,1,0
104375.0,0,1,0,0,0
6133.0,0,0,0,1,0
6135.0,0,6,0,0,0
6141.5,0,0,0,20,0
6148.5,0,0,0,4,0
6186.0,0,0,0,6,0
6190.0,0,0,0,6,0
6193.5,0,0,0,8,0
6223.5,0,0,0,4,0
6225.5,0,0,0,4,0
6227.5,0,0,0,4,0
6229.0,0,0,0,1,0
6230.5,0,0,0,4,0
6251.5,0,0,0,4,0
6255.0,0,0,0,9,0
6261.5,0,0,0,16,0
6267.0,0,0,0,6,0
6271.0,0,0,0,4,0
6288.0,0,0,0,1,0
6292.0,0,0,0,8,0
6295.5,0,0,0,4,0
6299.0,0,0,0,8,0
6308.5,0,0,0,11,0
6320.0,0,0,0,18,0
6329.0,0,0,0,17,0
6335.5,4,0,0,4,0
6338.5,0,0,0,4,0
6341.5,0,0,0,8,0
6345.5,0,0,0,8,0
6348.5,0,0,0,4,0
6366.5,0,0,0,4,0
6372.0,0,2,0,1,0
6482.0,4,0,0,10,0
6486.5,0,0,0,4,0
6489.5,0,0,0,8,0
6505.5,8,0,0,4,0
6509.5,0,0,0,4,0
6523.0,0,0,0,6,0
6527.5,0,0,0,10,0
6535.0,0,0,0,10,0
6541.0,0,0,0,6,0
104847.0,0,1,0,0,0
6545.0,0,0,0,1,0
104849.0,1,0,0,0,0
104850.0,1,0,0,0,0
104852.5,4,0,0,0,0
104855.5,2,0,0,0,0
104857.5,2,0,0,0,0
6554.0,0,0,0,16,0
104859.5,2,0,0,0,0
104864.5,8,0,0,0,0
104874.5,11,0,0,0,0
104882.5,4,0,0,0,0
104885.5,2,0,0,0,0
104887.0,0,0,1,0,0
104888.5,0,1,0,0,0
104890.0,0,1,0,0,0
104892.0,0,1,0,0,0
104893.0,0,0,1,0,0
6593.0,0,0,0,6,0
104898.0,0,0,0,1,0
104904.5,11,0,0,0,0
104908.0,1,0,0,0,0
104910.0,0,1,0,0,0
104911.0,0,1,0,0,0
104912.0,0,0,0,1,0
104913.0,0,0,1,0,0
104914.0,0,0,1,0,0
104922.0,1,0,0,0,0
6619.0,0,0,0,1,0
104926.0,1,0,0,0,0
104928.0,0,1,0,0,0
104929.0,0,1,0,0,0
104930.0,0,1,0,0,0
104931.0,0,1,0,0,0
104933.0,0,1,0,0,0
104937.0,0,1,0,0,0
104938.0,0,0,0,1,0
104940.0,0,1,0,0,0
104942.0,0,1,0,0,0
6672.5,0,0,0,8,0
104993.0,0,1,0,0,0
104995.0,0,1,0,0,0
104996.0,0,1,0,0,0
104998.0,0,1,0,0,0
105000.0,0,1,0,0,0
105003.0,0,0,0,1,0
105005.0,0,1,0,0,0
105006.0,0,1,0,0,0
105009.5,0,2,0,0,0
105015.0,0,1,0,0,0
105022.5,0,0,0,2,0
6720.0,4,0,0,2,0
105030.0,0,1,0,0,0
105031.0,0,1,0,0,0
6735.0,0,0,0,6,0
105040.0,1,0,0,0,0
105041.0,0,1,0,0,0
105042.0,0,1,0,0,0
6739.5,0,0,0,12,0
105044.0,0,1,0,0,0
105045.0,0,0,0,1,0
105050.0,0,1,0,0,0
105051.5,0,2,0,0,0
105053.0,0,1,0,0,0
105059.5,0,1,0,2,0
105061.0,0,1,0,0,0
105062.0,0,1,0,0,0
105063.0,0,1,0,0,0
105066.0,0,1,0,0,0
105069.0,0,0,0,1,0
105071.0,0,1,0,0,0
105072.0,0,0,0,1,0
105073.0,0,1,0,0,0
105075.0,0,1,0,0,0
105085.0,18,0,0,0,0
105099.5,0,4,0,0,0
105102.0,0,1,0,0,0
105103.0,0,1,0,0,0
105105.5,0,2,0,0,0
105107.0,0,1,0,0,0
105108.0,0,1,0,0,0
105110.5,0,4,0,0,0
105115.5,0,1,0,0,0
105117.0,0,1,0,0,0
105118.0,1,0,0,0,0
105120.0,0,1,0,0,0
105121.0,0,1,0,0,0
105122.0,0,1,0,0,0
105127.0,1,0,0,0,0
105130.5,0,6,0,0,0
105135.0,1,1,0,1,0
6832.0,0,0,0,5,0
105137.0,0,0,1,0,0
105139.5,1,2,1,0,0
6839.5,2,0,0,8,0
105143.5,2,1,1,0,0
105146.0,0,0,0,1,0
105147.0,0,0,1,0,0
105148.0,0,0,1,0,0
6845.5,0,0,0,4,0
105150.0,0,1,0,0,0
105149.0,1,0,0,0,0
105152.0,0,1,0,0,0
105153.0,0,1,0,0,0
6850.5,0,0,0,16,0
105154.0,0,1,0,0,0
6856.5,0,0,0,8,0
6867.5,8,0,0,9,0
6877.5,0,0,0,4,0
6879.5,0,0,0,4,0
105184.5,0,0,0,2,0
6881.5,0,0,0,4,0
6883.5,0,0,0,4,0
6886.0,0,0,0,4,0
105191.0,14,0,0,0,0
6888.0,0,0,0,1,0
6892.5,0,0,0,14,0
105197.0,0,1,0,0,0
105200.0,0,1,0,0,0
105201.0,0,1,0,0,0
105202.0,0,1,0,0,0
105203.0,0,1,0,0,0
6899.0,0,0,0,10,0
105204.0,0,1,0,0,0
105205.0,1,0,0,0,0
6903.5,0,0,0,8,0
105206.0,0,0,1,0,0
105207.0,0,0,0,1,0
105210.0,0,1,0,0,0
105211.0,1,0,0,0,0
6908.0,2,0,0,3,0
105209.0,0,0,1,0,0
105214.0,1,0,0,0,0
6911.5,0,0,0,4,0
105216.0,0,1,0,0,0
6918.5,0,0,0,10,0
105222.5,0,4,0,0,0
105226.0,0,2,0,0,0
105228.0,0,1,0,0,0
105231.0,0,0,1,0,0
6928.0,1,0,0,8,0
6935.0,6,0,0,7,0
105246.0,0,1,0,0,0
105247.0,0,1,0,0,0
105248.0,0,0,0,1,0
105249.0,1,0,0,0,0
105252.0,0,0,0,1,0
105253.0,0,1,0,0,0
105257.0,0,1,0,0,0
105261.0,0,1,0,0,0
105263.0,0,1,0,0,0
105269.0,1,0,0,0,1
105271.0,0,0,0,1,0
105273.0,0,3,0,0,0
105276.0,0,1,0,0,0
105277.5,0,2,0,0,0
105280.0,1,0,0,0,0
105283.0,1,1,1,0,0
6981.0,0,0,0,6,0
105288.5,1,0,1,0,0
105293.0,0,0,0,1,0
105295.0,1,0,2,0,0
105297.0,0,0,1,0,0
105298.5,0,2,0,0,0
105302.5,0,2,0,1,0
105306.0,0,1,0,0,0
105308.0,0,1,0,0,0
105309.5,0,0,1,0,0
7007.0,4,0,0,2,0
105312.0,0,2,0,0,0
105315.0,0,0,1,0,0
105317.0,0,1,0,0,0
105318.5,1,1,0,0,0
105322.0,1,1,0,0,0
105324.0,0,0,0,1,0
105325.0,0,1,0,0,0
105327.0,0,0,0,1,1
105329.0,0,1,0,0,0
105330.5,0,1,0,0,0
7029.5,0,0,0,4,0
105333.0,0,1,0,0,0
105335.5,0,1,0,0,0
7065.0,0,0,0,10,0
7075.0,8,0,0,7,0
7084.0,0,0,0,6,0
7087.5,0,0,0,8,0
7092.5,0,0,0,9,0
105407.5,1,0,0,0,0
105419.5,0,1,0,0,0
7116.5,0,0,0,20,0
105423.5,1,0,0,0,0
105426.0,0,0,1,0,0
105427.0,0,1,0,0,0
105428.0,1,0,0,0,0
7125.5,6,0,0,10,0
105429.0,1,0,0,0,0
105430.0,0,1,0,0,0
105432.0,0,0,0,0,1
105433.0,1,0,0,0,0
105435.0,1,1,1,0,0
7132.0,0,0,0,10,0
105439.0,0,1,0,0,0
105440.0,0,0,1,0,0
7153.0,0,0,0,18,0
7209.5,0,0,0,2,0
7254.5,0,0,0,8,0
7259.0,0,0,0,8,0
7263.0,0,0,0,6,0
7313.0,2,0,0,14,0
7351.5,0,0,0,6,0
7354.5,0,0,0,4,0
7384.5,0,0,0,4,0
7390.0,0,0,0,16,0
7396.5,0,0,0,6,0
7444.0,0,0,0,8,0
7527.0,0,1,0,0,0
7533.5,0,0,0,6,0
7592.5,0,0,0,10,0
7599.0,0,0,0,13,0
7617.5,0,0,0,4,0
7626.0,0,0,0,15,0
7637.5,0,0,0,16,0
7687.0,0,0,0,4,0
7689.0,0,0,0,1,0
7690.0,0,0,0,1,0
7722.5,0,0,0,12,0
7728.0,0,0,0,8,0
7747.0,0,0,0,4,0
7752.5,0,0,0,15,0
7757.5,0,0,0,4,0
7838.5,0,0,0,10,0
7846.0,0,0,0,9,0
7854.5,0,0,0,14,0
7863.0,0,0,0,10,0
7868.5,0,0,0,4,0
7873.5,0,0,0,12,0
7879.5,4,0,0,4,0
7904.0,0,0,0,12,0
7913.0,0,0,0,6,0
7919.5,0,0,0,20,0
7954.0,0,0,0,3,0
7957.5,0,0,0,8,0
7964.0,0,0,0,14,0
8041.5,0,0,0,4,0
8057.0,0,0,0,6,0
8063.5,0,0,0,10,0
8070.0,4,0,0,2,0
8074.5,0,9,0,0,0
8082.5,0,0,0,12,0
8212.5,0,0,0,15,0
8248.5,0,0,0,6,0
8254.5,0,0,0,15,0
8293.5,0,0,0,8,0
8298.0,0,0,0,10,0
8305.0,4,0,0,14,0
8332.5,0,0,0,6,0
8350.5,0,0,0,12,0
8355.0,0,6,0,0,0
8358.5,0,0,0,6,0
8363.0,0,0,0,9,0
8409.0,0,0,0,14,0
8442.0,0,0,0,4,0
8498.0,0,0,0,6,0
8536.0,0,0,0,7,0
8552.5,0,0,0,4,0
8555.5,0,0,0,4,0
106864.0,0,1,0,0,0
8561.5,0,0,0,12,0
106865.0,0,1,0,0,0
106868.0,0,0,1,0,0
106869.0,0,0,0,1,0
106870.0,1,0,0,0,0
106884.0,0,0,0,1,0
106887.0,1,0,0,0,0
106888.0,0,0,0,1,0
106889.0,0,1,0,0,0
106890.0,0,1,0,0,0
106891.0,0,0,0,1,0
106892.0,0,1,0,0,0
106893.0,0,1,0,0,0
106894.5,0,2,0,0,0
106897.0,0,0,0,1,0
106898.0,0,0,0,1,0
106899.0,0,1,0,0,0
106900.0,0,0,1,0,0
106901.5,0,1,1,0,0
106903.0,0,1,0,0,0
106905.0,0,0,0,1,0
106906.5,0,2,0,0,0
106908.0,0,1,0,0,0
106909.0,1,0,0,0,0
106910.0,0,0,1,0,0
8607.5,0,12,0,0,0
106911.5,0,2,0,0,0
106917.0,0,1,0,0,0
106918.5,0,1,0,0,0
106921.0,0,0,0,1,0
106922.0,1,0,0,0,0
8619.5,1,0,0,14,0
106925.0,1,0,0,0,0
106947.0,0,0,0,1,0
106948.0,0,1,0,0,0
106953.0,0,1,0,0,0
106954.0,0,1,0,0,0
106955.0,0,1,0,0,0
106957.0,0,1,0,0,0
8656.0,4,0,0,4,0
106967.0,2,1,0,8,4
8679.0,0,0,0,18,0
8685.5,0,0,0,8,0
8689.0,0,0,0,6,0
8691.0,0,0,0,1,0
106997.0,0,1,0,0,0
106998.0,0,1,0,0,0
107001.0,0,3,0,0,0
107006.0,0,1,0,0,0
107009.0,0,0,1,0,0
107011.0,0,1,0,0,0
107012.0,0,1,0,0,0
107013.0,0,1,0,0,0
107015.0,1,0,0,0,0
107017.0,0,0,0,1,0
107020.0,0,0,0,1,0
107022.0,0,1,0,0,0
107024.0,0,0,0,1,0
8722.5,0,0,0,8,0
107026.0,1,0,0,0,0
107027.0,1,0,0,0,0
8731.0,3,0,0,10,0
107038.5,4,0,0,0,0
107040.0,0,1,0,0,0
107041.0,0,0,0,1,0
107044.0,6,0,0,0,0
107048.0,0,1,0,0,0
107049.0,0,1,0,0,0
107050.0,1,0,0,0,0
107055.0,0,0,0,1,0
107057.0,1,0,0,0,0
107058.0,1,0,0,0,0
107059.0,0,1,0,0,0
107060.0,0,1,0,0,0
107061.0,0,1,0,0,0
107062.0,0,1,0,0,0
107063.0,0,0,0,1,0
107064.0,0,0,0,1,0
107065.0,0,0,0,1,0
8762.0,0,0,0,1,0
107066.0,0,1,0,0,0
107068.0,0,1,0,0,0
8765.0,0,0,0,6,0
107069.5,0,0,0,1,0
107071.0,0,1,0,0,0
107072.0,0,0,0,1,0
107073.0,0,0,1,0,0
8770.5,1,0,0,8,0
107075.0,0,1,0,0,0
107074.0,0,1,0,0,0
107076.0,0,1,0,0,0
107078.0,0,3,0,0,0
8776.5,0,0,0,6,0
107080.0,1,0,0,0,0
107084.0,0,1,0,0,0
8781.5,0,3,0,0,0
8784.0,0,1,0,0,0
107088.0,1,0,0,0,0
8786.0,0,1,0,0,0
107090.0,1,0,0,0,0
107092.0,0,1,0,0,0
107091.0,1,0,0,0,0
8790.0,0,1,0,0,0
8785.0,1,0,0,0,0
8794.0,0,1,0,0,0
8795.0,0,0,1,0,0
8796.0,0,0,1,0,0
8797.0,1,0,0,0,0
107099.0,1,0,0,0,0
107100.0,0,0,0,1,0
8800.5,0,2,0,0,0
107104.5,0,0,0,1,0
107106.0,0,1,0,0,0
107107.0,0,1,0,0,0
8803.0,0,1,0,0,0
8805.0,0,1,0,0,0
107110.0,0,1,0,0,0
107108.0,0,1,0,0,0
8802.0,0,1,0,0,0
8810.0,0,0,0,1,0
107115.0,0,1,0,0,0
8812.0,0,1,0,0,0
107117.5,0,0,0,2,0
8814.0,0,1,0,0,0
8813.0,1,0,0,0,0
8816.0,0,0,0,1,0
8815.0,1,0,0,0,0
8818.0,0,1,0,0,0
8819.0,0,1,0,0,0
107124.0,0,1,0,0,0
8821.0,1,0,0,0,0
8822.5,1,1,0,0,0
8820.0,0,1,0,0,0
107128.0,0,0,0,0,1
8825.0,0,0,0,1,0
8826.0,0,0,0,1,0
107131.0,0,1,0,0,0
8827.0,0,0,0,1,0
8829.0,0,1,0,0,0
8828.0,1,0,0,0,0
107135.0,0,3,0,0,0
107130.0,0,1,0,0,0
107132.0,0,1,0,0,0
8832.0,0,1,0,0,0
8835.0,0,0,0,1,0
8836.0,0,1,0,0,0
8837.0,0,1,0,0,0
8838.0,0,1,0,0,0
8839.0,0,0,0,1,0
107143.5,0,2,0,0,0
8840.0,0,1,0,0,0
8842.0,0,0,0,1,0
107147.0,0,3,0,0,0
8844.0,1,0,0,0,0
8843.0,1,0,0,0,0
8846.0,0,0,0,1,0
8845.0,0,0,1,0,0
8848.0,1,0,0,0,0
8849.0,1,0,0,0,0
8841.0,0,1,0,0,0
8851.0,0,1,0,0,0
8852.0,0,1,0,0,0
8853.0,0,0,0,1,0
8854.0,0,0,0,1,0
8855.0,1,0,0,0,0
107157.0,0,1,0,0,0
8858.0,0,1,0,0,0
107163.0,0,1,0,0,0
107164.0,0,1,0,0,0
107165.5,0,2,0,0,0
8863.0,0,1,0,0,0
8864.0,0,1,0,0,0
8865.0,0,1,0,0,0
107167.0,1,0,0,0,0
107169.0,0,1,0,0,0
107175.0,0,0,1,0,0
107177.0,0,1,0,0,0
8875.0,0,0,0,15,0
107179.0,1,0,0,0,0
107180.0,1,0,0,0,0
107182.0,0,1,0,0,0
107191.0,0,1,0,0,0
8888.0,8,1,0,0,0
107195.5,4,0,0,0,0
8893.0,0,1,0,0,0
107198.0,0,0,0,1,0
107199.0,0,1,0,0,0
8896.0,0,1,0,0,0
107201.5,0,0,0,7,0
8898.5,0,0,0,4,0
8897.0,1,0,0,0,0
8894.0,0,1,0,0,0
8902.0,0,0,0,6,0
8906.5,0,0,0,12,0
8912.5,0,0,0,10,0
8920.5,0,0,0,16,0
107266.0,1,0,0,0,0
107273.0,0,1,0,0,0
107274.5,0,0,0,2,0
9017.0,0,0,0,16,0
9024.5,0,0,0,12,0
9030.5,0,8,0,0,0
9035.0,0,1,0,0,0
9036.5,0,2,0,0,0
9043.0,0,1,0,0,0
9044.0,0,1,0,0,0
9045.0,0,1,0,0,0
9046.0,0,0,0,1,0
9052.5,0,0,0,6,0
9057.5,0,0,0,4,0
9060.0,0,1,0,0,0
9061.0,0,1,0,0,0
9062.0,0,1,0,0,0
9063.0,1,0,0,0,0
9065.0,0,1,0,0,0
9067.0,0,1,0,0,0
9070.5,1,0,0,4,0
9074.5,0,2,0,0,0
9084.0,0,1,0,0,0
9096.0,0,1,0,0,0
9097.5,2,0,0,1,0
9099.0,0,0,1,0,0
9101.5,0,3,0,0,0
9103.0,0,1,0,0,0
9104.0,0,1,0,0,0
9105.0,0,1,0,0,0
9106.5,0,2,0,0,0
9110.0,0,1,0,0,0
9112.0,0,1,0,0,0
9114.0,0,1,0,0,0
9115.0,0,1,0,0,0
9118.0,1,0,0,1,0
9120.5,0,1,0,0,0
9123.5,0,1,2,1,0
9126.5,0,0,1,0,0
9128.5,0,1,0,0,0
9130.0,0,1,0,0,0
9132.0,0,1,0,1,0
9134.0,0,0,0,1,0
9135.0,0,1,0,0,0
9136.0,0,1,0,0,0
9139.0,1,0,0,0,0
9140.5,0,0,1,0,0
9142.0,1,0,0,0,0
9144.5,0,2,0,1,0
9147.0,0,0,0,1,0
9148.5,1,1,0,0,0
9151.0,0,1,0,0,0
9152.5,0,2,0,0,0
9154.5,1,0,0,0,0
9156.0,1,0,0,0,0
9157.5,0,1,0,0,0
9165.0,2,0,0,0,0
9237.0,0,2,1,0,0
9242.0,0,0,1,0,0
9243.0,1,0,0,0,0
9253.0,1,0,1,0,0
9264.0,1,0,1,0,0
9274.5,0,2,0,0,0
9277.0,1,2,0,0,0
9280.5,0,0,0,1,0
9285.5,1,3,1,1,0
9289.0,1,0,0,0,0
9290.0,0,1,0,0,0
9293.0,0,2,1,1,0
9296.5,1,1,0,0,0
107603.5,1,1,1,1,0
9299.0,0,2,0,0,0
9302.0,0,1,0,0,0
9306.5,1,0,0,0,0
107611.5,3,1,3,1,0
9310.0,1,0,0,0,0
107618.5,0,2,0,0,0
107625.5,1,4,2,3,0
9322.0,0,0,0,12,0
9332.0,0,1,0,0,0
9334.5,1,0,1,0,0
107640.0,3,10,2,1,0
9337.0,0,1,0,0,0
9336.0,0,0,1,0,0
9340.0,0,1,0,0,0
9342.5,0,1,0,0,0
9344.5,0,0,1,1,0
9346.0,0,1,0,0,0
9347.0,0,1,0,0,0
9348.0,0,1,0,0,0
9351.0,0,1,0,0,0
9352.0,0,1,0,0,0
9358.0,0,1,0,0,0
107664.5,2,6,1,2,0
9361.0,1,0,0,0,0
9360.0,0,1,0,0,0
9362.0,1,0,0,0,0
9364.0,1,0,0,0,0
9366.0,1,0,0,0,0
107671.5,0,1,0,0,0
9367.0,0,1,0,0,0
9368.0,0,1,0,0,0
9371.0,0,0,1,0,0
9372.0,0,0,0,1,0
9373.0,0,1,0,0,0
9374.0,1,0,0,0,0
9375.0,0,1,0,0,0
9379.0,0,1,0,0,0
9380.0,0,0,0,1,0
9381.0,0,1,0,0,0
9382.0,0,0,0,1,0
9383.0,0,0,0,1,0
9384.0,0,1,0,0,0
9385.0,0,1,0,0,0
9386.0,0,0,0,1,0
9387.0,0,0,1,0,0
9388.0,1,0,0,0,0
9389.0,1,0,0,0,0
9390.0,0,0,0,1,0
9391.0,1,0,0,0,0
9392.0,0,1,0,0,0
9393.0,0,1,0,0,0
9394.0,0,0,1,0,0
9395.0,0,1,0,0,0
9396.5,0,1,0,2,0
9398.0,0,1,0,0,0
9399.0,0,1,0,0,0
9400.0,0,1,0,0,0
9401.0,1,0,0,0,0
9402.0,0,0,0,1,0
9403.0,1,0,0,0,0
9404.0,0,1,0,0,0
9406.0,0,1,0,0,0
9424.0,0,1,0,0,0
9432.0,0,1,0,0,0
9435.0,0,1,0,0,0
9479.0,0,1,0,0,0
9480.5,0,0,2,0,0
9483.0,0,1,0,0,0
9485.5,0,1,0,0,0
9492.0,0,0,0,1,0
9498.0,0,1,0,0,0
9499.0,0,1,0,0,0
9500.0,0,0,0,1,0
9502.0,6,0,0,0,0
9505.0,0,0,1,0,0
9506.0,0,1,0,0,0
9507.0,0,1,0,0,0
9508.5,0,0,0,1,0
9510.0,0,1,0,0,0
9513.0,0,1,0,0,0
9514.0,0,1,0,0,0
9544.0,0,1,0,0,0
9545.0,0,1,0,0,0
9547.0,0,0,1,0,0
9556.0,0,1,0,0,0
9564.0,0,1,0,0,0
9565.0,0,1,0,0,0
9567.5,0,6,0,0,0
9574.5,0,15,0,2,0
9584.0,0,11,0,0,0
9621.0,0,6,0,0,0
9641.5,0,6,0,0,0
107964.5,0,2,0,1,0
9689.5,2,0,0,4,0
9694.5,4,5,0,0,0
108019.0,0,1,0,2,0
9734.5,0,6,0,0,0
9771.5,0,12,0,0,0
9778.5,4,6,0,0,0
9783.5,0,6,0,0,0
9787.0,0,6,0,0,0
9854.0,0,6,0,0,0
9869.0,0,14,0,0,0
9875.0,0,6,0,0,0
9881.0,0,10,0,0,0
9913.0,0,6,0,0,0
9945.0,0,3,0,0,0
9951.5,0,17,0,0,0
108263.5,0,3,0,0,0
9977.0,0,6,0,0,0
9996.0,0,0,0,8,0
10000.0,0,0,0,6,0
10005.0,0,6,0,0,0
10025.0,0,9,0,0,0
10033.0,0,10,0,0,0
10040.0,0,0,0,12,0
108368.0,0,0,0,1,0
10066.5,0,6,0,0,0
108377.0,0,4,0,1,1
10085.0,0,6,0,0,0
108391.5,0,1,0,5,0
10094.0,4,0,0,12,0
108399.0,1,2,0,0,0
108406.5,1,7,1,2,0
108419.0,4,2,0,2,0
10119.0,0,6,0,0,0
10124.0,0,12,0,0,0
10226.0,2,6,0,0,0
10232.0,0,6,0,0,0
10236.0,0,6,0,0,0
10239.0,0,6,0,0,0
10243.0,0,6,0,0,0
10254.5,0,6,0,0,0
10258.0,0,6,0,0,0
10263.5,0,0,0,14,0
10269.0,0,6,0,0,0
10272.0,0,6,0,0,0
10276.5,0,0,0,8,0
108581.0,0,0,0,1,0
10315.5,4,0,0,4,0
10331.5,0,6,0,0,0
108667.0,1,0,0,0,0
10365.5,2,0,0,2,0
10399.0,0,6,0,0,0
10403.0,0,6,0,0,0
10407.5,0,4,0,0,0
10415.5,0,6,0,0,0
10419.5,0,6,0,0,0
10435.0,3,0,0,4,0
10439.5,0,6,0,0,0
108747.5,0,0,0,1,0
10444.0,0,2,0,2,0
10448.5,0,0,0,2,0
108753.0,1,4,0,1,0
10464.0,0,0,0,8,0
10470.5,4,6,0,0,0
10505.0,0,6,0,0,0
10531.0,4,0,0,4,0
108861.0,1,0,0,0,0
108871.0,1,6,0,5,0
108885.0,3,4,0,0,2
108892.5,0,2,1,0,0
10592.0,0,0,0,2,0
108900.0,1,2,0,4,0
10598.0,0,1,0,0,0
10600.0,0,1,0,0,0
10605.0,0,1,0,0,0
108911.0,2,7,0,3,0
10611.0,0,1,0,0,0
10615.0,0,1,0,0,0
10617.0,0,1,0,0,0
10618.0,0,1,0,0,0
108924.0,0,0,1,1,0
10622.0,0,1,0,0,0
10625.0,0,1,0,0,0
10626.0,0,1,0,0,0
10627.0,0,1,0,0,0
108932.0,4,2,3,2,0
10628.5,0,1,0,0,0
10637.0,0,3,0,0,0
10639.0,0,1,0,0,0
10642.0,0,0,0,0,1
10643.0,0,1,0,0,0
10644.0,0,1,0,0,0
10646.5,4,0,0,0,0
10650.0,0,1,0,0,0
10658.0,0,1,0,0,0
10659.0,0,0,0,1,0
10661.0,0,1,0,0,0
108970.0,0,1,0,0,0
108971.0,0,1,0,0,0
10669.0,0,1,0,0,0
10672.0,0,1,0,0,0
108977.5,0,2,0,0,0
10673.0,1,0,0,0,0
10675.0,0,1,0,0,0
10677.0,0,1,0,0,0
10678.0,0,1,0,0,0
108984.5,0,0,0,12,0
10683.5,0,0,0,2,0
10686.5,0,0,0,4,0
108992.0,0,1,0,0,0
10691.0,0,1,0,0,0
10693.0,0,1,0,0,0
10695.0,0,1,0,0,0
10696.0,0,1,0,0,0
10700.0,0,1,0,0,0
10701.0,0,1,0,0,0
109007.0,0,1,0,0,0
10706.0,0,1,0,0,0
10708.0,0,1,0,0,0
10711.5,0,2,0,0,0
10713.0,0,1,0,0,0
10714.0,0,1,0,0,0
10717.5,0,0,0,2,0
10720.0,0,1,0,0,0
10722.0,0,0,1,0,0
10723.0,0,0,1,0,0
10724.0,0,1,0,0,0
10725.5,0,2,0,0,0
109037.5,0,0,0,4,0
109039.0,0,1,0,0,0
109040.0,0,0,0,1,0
109042.0,1,0,0,0,0
109043.0,0,1,0,0,0
109052.0,1,0,0,0,0
109053.0,0,1,0,0,0
109054.0,1,0,0,0,0
109057.0,0,1,0,0,0
109058.0,0,1,0,0,0
109062.0,0,1,0,0,0
109064.0,0,1,0,0,0
109065.0,0,0,1,0,0
109068.0,0,1,0,0,0
109071.5,0,1,0,1,0
109078.0,0,0,0,1,0
109079.0,0,1,0,0,0
109088.0,0,0,0,1,0
109093.0,0,0,0,2,0
109115.0,0,1,0,0,0
109120.0,0,1,0,0,0
109121.0,0,1,0,0,0
109123.0,0,1,0,0,0
109124.0,0,1,0,0,0
109126.0,0,1,0,0,0
109182.0,0,1,0,0,0
109183.0,0,0,0,1,0
109184.0,0,1,0,0,0
109187.0,0,1,0,0,0
109188.5,0,0,0,2,0
109190.5,0,2,0,0,0
109192.5,1,1,0,0,0
109194.5,0,1,0,1,0
109197.0,0,1,0,1,0
109200.5,2,0,1,1,0
109205.0,1,2,0,2,0
109208.0,0,1,0,0,0
109209.5,1,0,0,1,0
109211.5,0,1,0,1,0
10908.0,0,1,0,0,0
10907.0,0,1,0,0,0
10910.0,0,1,0,0,0
10911.0,0,1,0,0,0
109216.5,0,1,0,1,0
109214.0,1,1,0,1,0
10909.0,0,1,0,0,0
109218.0,1,0,0,0,0
109220.0,1,1,0,0,0
10917.5,0,2,0,0,0
10912.0,0,1,0,0,0
109223.0,0,3,0,0,0
10919.5,0,2,0,0,0
109225.5,1,1,0,0,0
10913.0,0,1,0,0,0
109227.5,0,0,1,1,0
10923.0,0,1,0,0,0
109229.5,0,1,0,1,0
10925.0,0,0,0,3,0
109231.5,0,1,0,1,0
10927.0,0,0,0,1,0
109233.5,0,1,0,1,0
10929.0,0,0,1,0,0
109235.5,1,1,0,0,0
109237.5,1,1,0,0,0
109240.0,1,2,0,0,0
10936.0,0,1,0,0,0
10938.0,1,0,0,0,0
109243.0,1,0,0,0,0
109244.0,0,1,0,0,0
10941.5,0,2,0,0,0
109246.0,0,0,0,3,0
10939.0,0,0,0,1,0
109248.5,0,1,0,1,0
10937.0,0,0,1,0,0
109250.0,1,0,0,0,0
109251.0,0,1,0,0,0
109252.0,0,0,0,1,0
109255.0,3,1,0,1,0
109259.0,2,0,1,0,0
109262.0,0,1,0,1,0
109264.0,1,0,0,0,0
109266.5,2,2,0,0,0
109269.0,0,0,1,0,0
109270.0,0,1,0,0,0
109272.5,1,0,2,1,0
109276.0,0,3,0,0,0
109278.5,0,1,1,0,0
109281.5,1,3,0,0,0
109284.5,1,1,0,0,0
109287.0,0,2,0,1,0
109289.0,0,1,0,0,0
10986.0,0,1,0,0,0
109292.0,0,1,0,0,0
10989.5,12,0,0,0,0
109294.0,0,1,0,0,0
109300.5,0,0,0,10,0
109307.0,0,1,0,0,0
109309.0,1,0,0,0,0
109312.0,0,1,0,0,0
109314.0,0,0,0,0,1
11013.0,0,0,0,0,1
11015.0,0,1,0,0,0
109320.5,0,0,0,2,0
11017.0,0,1,0,0,0
11018.0,0,1,0,0,0
11020.0,0,3,0,0,0
11022.0,0,1,0,0,0
11023.0,0,1,0,0,0
11031.0,10,0,0,0,0
11034.0,0,0,0,1,0
109338.0,0,0,0,1,0
11036.0,0,1,0,0,0
109343.0,0,1,0,0,0
11040.0,0,1,0,0,0
11039.0,1,0,0,0,0
11042.0,0,1,0,0,0
109347.5,8,0,0,0,0
11043.0,0,1,0,0,0
11045.0,0,1,0,0,0
11046.0,0,0,0,1,0
